Speaker Name,Start Time,End Time,Text
千葉,00:15:04:08,00:15:07:07,山鳥の方のシダリオのあれがとても綺麗なんですね
千葉,00:15:08:08,00:15:16:10,で、あれの尻尾は今の話だと尻尾の長いところってほとんど尾羽なの
千葉,00:15:17:10,00:15:28:18,尾羽はヒレとは違うけど 骨は入ってないですよね血管も入ってないし 筋肉もないですよねそうすると あれは尻尾ではない ということになります
千葉,00:15:30:08,00:15:39:15,そうするとその横は実際には隠れちゃってるけどその短い尾羽のつけてる伸びている部分あそこが鳥の尻尾という理解でいいですか
千葉,00:15:46:12,00:15:48:10,そうか、ほとんど見えない
千葉,00:15:49:13,00:15:55:17,羽で見えなくなってるけどでもあれは一応尻尾はあるだけどみんなが尻尾って言ってる部分は尻尾じゃない
千葉,00:15:59:13,00:16:02:18,マニアックな質問していいですか
千葉,00:16:03:17,00:16:05:13,思いっきり次はすごいマニアックなんですよ
千葉,00:16:09:07,00:16:16:12,カエルって尻尾ないじゃないですかはいオタマジャクシのこのここのこれは何なんてあれは尻尾です
千葉,00:16:17:20,00:16:23:03,尻尾なんですか?あれ?でも積作でしょ?骨じゃないでしょ?でも尻尾でいいんですか?
千葉,00:16:35:15,00:16:37:07,一応でも脊椎動物に限るんですか
千葉,00:16:38:10,00:16:40:00,トンボだとかサソリの尻尾は入らない
千葉,00:17:00:18,00:17:13:05,まあ進化の言い方でするとあれは騒動ではないけれどないだけど似てますよね見かけはね多分昆虫だとあの尻尾まあ腹部の
千葉,00:17:13:05,00:17:25:17,恥と呼ぶべきかもしれませんけどもあれと例えばネズミの尻尾それが要するに彼らの脊椎動物ネズミたち人それとトンボだとか症状バイだとかそのグループが
千葉,00:17:27:03,00:17:42:00,分かれたのはすごく古い時代でその古い時代に分かれた後でそれぞれ独立にその尻尾哺乳類だとか赤水動物の尻尾それから昆虫の副端部
千葉,00:17:42:00,00:17:56:23,それが独立にできてきたものなので、ちょっと似たところはあるけど、まあ構造は実際全然違いますけど、なんとなく似たところがあるのは、それは独立にできあがったもので、いわゆる掃除、掃除でもないか、でもいずれにしても独立にできたものという理解。
千葉,00:17:57:23,00:18:01:03,そうするとですね トンボのしっぽは何と呼んだらいいんですか
千葉,00:18:17:03,00:18:20:05,でもとんぼにしてみれば俺のしっぽは偽物かよ
千葉,00:18:21:23,00:18:23:15,不条外、不条外。
千葉,00:18:31:20,00:18:36:18,確かにただ考え方によって例えばこういう考え方はどうですかね確かに
千葉,00:18:37:23,00:18:44:23,ネズミの尻尾とトンボの尻尾サソリの尻尾は別物だけど
千葉,00:18:48:10,00:19:01:16,作るのに使っている設計図と言っていいのかな違うかなアルゴリズムと言っていいのかな要するに遺伝子のレベルの本の中で書かれている
千葉,00:19:01:16,00:19:14:23,ウイントだとかウイントの下流で働くCDXだとかそういう遺伝子は哺乳類の尻尾のところではそれが尻尾の形成に関わっています
千葉,00:19:16:00,00:19:28:05,そういう話でしたけども昆虫の場合にもやっぱりウイントあるしCDXに関係するとおそらくソードだと考えられるのがゴーダルだから
千葉,00:19:29:13,00:19:45:15,やっぱりそれは騒動ではないんだけどやっぱり尻尾の先のところに伸ばしていくのに関わっているということで遺伝子ネットワークつまり発生のネットワークのところのそのアルゴリズムのところは共通なものが使われていると考えることができますよね
千葉,00:19:46:20,00:20:02:23,そうするとそういう遺伝子のレベルで見たときにはもちろん全部が共通ではなくて部分的に共通なだけですけれどもでもそういう共通な部分が使い回されている一種のツールキットが使い回されているということは見方を変えると
千葉,00:20:03:23,00:20:15:03,同じ視点で形作りボディープランの作り方という面で共通のものと考えることってできないんですかね
千葉,00:20:37:20,00:20:43:10,そうすると見用によっては同じ尻尾顎の中に含めること
千葉,00:20:47:17,00:20:50:03,もっと広く広げることも可能ですよ。
千葉,00:20:53:13,00:20:55:10,ここで難題が生じるんですけど
千葉,00:20:57:15,00:21:10:09,僕 貝やってるんですね 貝を割と専門に別に なんだろう だからどうだって話じゃないんですけど哺乳類とか 人は 例えば 遠島さんだったら人文系のこともやっておられます
千葉,00:21:10:09,00:21:23:03,もともとそういうことをやっておられたから当然人との関係というのを大事にするので意思疎通というのをとても大切にするじゃないですかで、猿も意思疎通できるんですかね
千葉,00:21:24:20,00:21:32:15,犬も意思疎通できますよね 尻尾振ったりしてネズミも意思疎通できる人いますよねでも飼いって
千葉,00:21:33:23,00:21:38:05,根本的に人との意思疎通を
千葉,00:21:39:08,00:21:44:18,意思疎通を拒否するんですよ何を考えているのかわからない
千葉,00:21:49:15,00:21:57:23,そういう存在をやっているとちょっとなんていうのかな尻尾という概念が
千葉,00:22:01:13,00:22:20:02,なぜかというと例えば発生学的な話をすると症状映えとそれから人、ネズミさっきのウイントとそれからコーダルだとかCTXなんかもやっぱり同じファミリーというか同じ
千葉,00:22:21:03,00:22:23:13,機芸を持っている
千葉,00:22:24:12,00:22:26:20,遺伝子が当然貝類で
千葉,00:22:27:23,00:22:31:08,体の前後軸の後ろのところで
千葉,00:22:33:00,00:22:35:08,発生初期に関わっている
千葉,00:22:36:10,00:22:41:00,活躍してるんですけどところが巻貝例えば巻貝って
千葉,00:22:42:10,00:22:54:22,発生が進んでいくと体がねじれるんですよそうすると何が起きるかというと例えば肛門とか接触線が頭の後ろに来るんですよね
千葉,00:22:56:10,00:23:02:08,それから例えば特に生殖戦なんかはそうなんですけどドラゴンボールの話を本に書かれて
千葉,00:23:05:23,00:23:10:10,悟空の尻尾って言ってあの本の中であれ印象的だったんです
千葉,00:23:11:15,00:23:14:15,あの中にナメック星人のピコロ大魔王で出てくる
千葉,00:23:15:15,00:23:21:05,あの人っていうかあの人ちょっとなめくじっぽいんだけど口から卵飲むじゃないですか
千葉,00:23:22:10,00:23:24:05,でもあれ惜しくて
千葉,00:23:25:05,00:23:31:05,片つむりだとかなめくじって口の横のほっぺたに相当する部分、場所的にはこの辺りから卵を産む。
千葉,00:23:34:00,00:23:40:08,いや帰りかどうか分からないけどもまあまあなんかこう頭になんかなめくじっぽいなんか特にあの触覚あるし
千葉,00:23:41:10,00:23:55:20,そうするとですね要するに動物だと初期の段階では後ろにあった部分がねじれて前の方に来ちゃってしかも後端部がどこなのかっていうのが発生の後期になってしまうともう分からなくなっちゃうんですよ
千葉,00:23:57:23,00:24:08:02,だからある天理高端は立体として存在していてここが一番の端っこというふうに決められない状態になっちゃってるんですよ
千葉,00:24:09:08,00:24:16:15,それからイカもそうで、あれもトウソク類、軟体動物ですけど、貝の仲間ですけど。
千葉,00:24:17:20,00:24:35:05,あれもなんか墨吐くところあるじゃないですか頭があって頭の上に足が生えてて墨吐くところがあってその近くに実は肛門があってこの辺りが大体いわゆるロートといっているなんか墨吐く場所とかあの辺りが大体症状映えだとか
千葉,00:24:36:05,00:24:45:05,なんかでいう 尻尾に該当するところなんですよね 尻尾はないないというか尻尾に該当するものは発生学的には
千葉,00:24:46:18,00:24:49:23,対応させるのが困難な生き物なんですよ
千葉,00:24:53:03,00:24:57:15,面白いことにえ、あのえっと尻尾って英語だとテイルじゃな
千葉,00:25:12:00,00:25:23:10,なんていうのかな そうするとカタツムリにもテイルっていう言葉で表現される場所があるんですねで どうかっていうとカタツムリって日本の
千葉,00:25:24:10,00:25:36:18,大触覚があって そこに胴体があってなめくじ型の胴体があって 殻しを負ってるじゃないですかそのなめくじ型の足の ここは足なんですけど要するに胴体のこのところに足があって その一番端っこ
千葉,00:25:38:05,00:25:41:17,足の端っこ、ここをテール、尻尾と呼んでいるんです
千葉,00:25:43:08,00:25:46:20,だから発生学的には全然違う場所を
千葉,00:25:47:20,00:25:49:13,あの尻尾と呼んでるんですよ
千葉,00:25:51:13,00:26:02:18,謎というか随分だから症状バイだとかそれからトンボだとかサソリだとか節足動物とそれから
千葉,00:26:03:17,00:26:10:02,お乳にはかなり多くのメンバーがおおむねなんとなくまあ意見は違っても
千葉,00:26:11:15,00:26:15:08,イメージとしては
千葉,00:26:16:22,00:26:21:17,なんとなく尻尾って言える感じがするんですけど
千葉,00:26:23:05,00:26:25:23,貝の場合には全然違う場所が湿っぽいんですよね。
千葉,00:26:27:13,00:26:38:20,ところが機能としてはやっぱり尻尾だったりするんですよ。さっきおっしゃってた、ああいう機能を実は彼らも持っていて、片つむりの尻尾でも持っていて、これは私の前。
千葉,00:26:39:20,00:26:46:10,トカゲって尻尾で自接するじゃないですか敵の目を欺いたりするじゃない
千葉,00:26:47:13,00:27:04:02,片つむりも、これは昔、私の研究室にポスドークでいた細さんという人がやった研究なんですけれども、沖縄のさつまという種類では天敵に襲われると足の先端、つまり尻尾ですね、それを自分で自設して、
千葉,00:27:05:15,00:27:10:05,それで本体は逃げるということをするんですよ切れた部分は再生
千葉,00:27:11:08,00:27:13:00,トカゲの尻尾と同じことをやっている
千葉,00:27:14:08,00:27:21:17,それからベッコーマイマイっていうベトナムなんかにいる東南アジアのベッコーマイマイの中には足の先がビューッと伸びて
千葉,00:27:22:22,00:27:34:18,ちょうどオオトカゲとかゴジラみたいに尻尾を振って敵が来たりすると攻撃するじゃないですかあんな感じで敵がやってくると尻尾を振ってゴジラみたいに振って
千葉,00:27:38:00,00:27:47:08,さらに、沖縄にいる別甲前々の仲間なんですけども、その足の先を使ってジャンプする。
千葉,00:27:52:20,00:27:54:10,全然違う
千葉,00:27:55:15,00:27:59:05,でも尻尾として機能するだから
千葉,00:28:01:20,00:28:07:13,多分発生学的な意味での尻尾とそういう機能的な尻尾ってある
千葉,00:28:20:02,00:28:27:00,東島さんの研究としてはそういうふうに尻尾を広く捉えるっていうのもあるわけですか
千葉,00:28:49:05,00:28:51:13,直接の
千葉,00:28:52:15,00:28:55:08,祖先で尻尾のあるグループというのは何?
千葉,00:29:06:22,00:29:12:18,そのモンキーの持っている尻尾の機能というのは一般的に何だと考えられているんですかね
千葉,00:29:42:05,00:29:44:08,人間で尻尾の生えた人
千葉,00:29:45:10,00:29:50:00,まさに悟空みたいに人間で尻尾の生えた人っていう話がよくあります
千葉,00:29:51:05,00:29:53:13,も紹介されてますけどもあれは
千葉,00:29:54:18,00:29:56:05,尻尾ではない
千葉,00:30:25:23,00:30:37:23,発生学的な仕組みで遺伝的な何かしらの変異で尻尾の発生に関わっている遺伝的な変化でそれが起きたというわけでは
千葉,00:30:38:22,00:30:52:00,要は骨がないということですかね骨も筋肉もないということなんですねだから尻尾の定義ここで扱っている哺乳類の尻尾の定義からは外れているからあれは違うんだ
千葉,00:31:23:05,00:31:31:23,ただ昔からそういう人がいたということは知られていてそういうのは歴史にたくさん残っているわけですよね
千葉,00:31:33:03,00:31:34:20,それはなぜ
千葉,00:31:35:23,00:31:52:12,多分そういうのが残っているということはやっぱり何かしら引きつけるものがあったんですよね魅力かもしれないけど何かしら引きつけるものがあったんですよねそれはどういうふうに捉えられてきたんですかね要するに人々はそういうのをどういうふうに捉えられてきたんですか
千葉,00:32:30:20,00:32:37:13,見方というか使い方それから捉え方が時代文化によってガラッと変わるということ
千葉,00:33:29:03,00:33:30:18,なんていうか、そういうのは…
千葉,00:33:32:12,00:33:35:05,今だとそういう機能的な
千葉,00:33:36:15,00:33:42:15,生活上のメリットとかそういった点でいろいろそこは対処するわけでしょうけど昔の人は
千葉,00:33:43:15,00:33:46:18,時代によってはすごく尊いものというか聖なる
千葉,00:33:47:17,00:33:49:20,ありがたいものというような捉え方をしたこともある
千葉,00:33:52:08,00:33:58:18,で、藤島さんは、その尻尾以外でも、そういうふうに、歴史上、そういうふうに非常にユニークな。
千葉,00:34:00:05,00:34:02:10,特徴を持って
千葉,00:34:06:05,00:34:10:20,そういう性質っていうんですかね 人のそういう性質っていうのも
千葉,00:34:11:23,00:34:15:23,ここもちょっと調べながら研究されてますよね
千葉,00:34:17:05,00:34:20:10,これは尻尾から発展した話なんです
千葉,00:34:53:23,00:34:55:13,だから要は古文書と
千葉,00:34:56:12,00:34:59:20,遺伝学の融合研究ですねそうですねあるいは医学
千葉,00:35:04:18,00:35:09:23,そういうコンセプトはすごく僕は大好きで僕も実は
千葉,00:35:11:18,00:35:23:03,日本史の専門家の人と協力して古文書を使ってヤンモリがいつ日本に中国からやってきた日本が人間が運んで
千葉,00:35:23:03,00:35:34:12,生き物なんですけど それがいつ日本にやってきてどういうふうに広がっていったかということ古文書とゲノムレベルの分析から得られる
千葉,00:35:35:18,00:35:37:18,推定年代
千葉,00:35:38:20,00:35:43:03,クロスチェックすることによって調べているんですけど古文書を稼ぎ代わりに
千葉,00:35:44:22,00:35:47:20,小紋状って難しいじゃないですか
千葉,00:35:48:22,00:35:51:15,僕は読めないんですよ読めないです読めない学生は読める
千葉,00:35:52:15,00:35:54:22,学生は読めて小文字が趣味ですとかいう
千葉,00:35:58:00,00:36:03:23,日本史の先生がいるからその人にちょっと指導はしてもらう
千葉,00:36:07:00,00:36:10:15,あれ読めないんですよ なぜやっぱりそこは訓練が
千葉,00:36:49:00,00:36:58:00,なるほど変異があって写してコピーしてコピーの間違いがあってで間違えたやつがそのまま受け継がれてまさに進化
千葉,00:37:04:08,00:37:23:04,そういう共通点があるのは僕はね誰かと誰かの間の共通点は何かとか生き物と生き物の共通点は何かとかそういうことを考えるのが割と好きでそうすると一般性って見つかるじゃないですかそれまではある生き物をすごくこう
千葉,00:37:23:04,00:37:42:00,特殊な性質だなと思っていたのが実はそうじゃなくてどんな生き物あるいは人 すべてに共通する何かあの普遍的な仕掛けがあるみたいなそういったことが分かったりするとなんか綺麗美しいと思うので なんで美しいのかわからないけどなんか
千葉,00:37:46:10,00:38:00:22,だからそういうのを探すのが好きなんですけど実は東島さんの尻尾の研究人の尻尾の研究人に限らずですかね主に哺乳類ですか尻尾の研究で骨を
千葉,00:38:02:02,00:38:04:22,尻尾の骨 あの特にサル
千葉,00:38:09:05,00:38:11:00,博物館でヨーロッパに
千葉,00:38:12:10,00:38:16:00,2時間に行って並べて全部片っ端から
千葉,00:38:17:13,00:38:26:05,測って比較するっていうことをやっておられますよねあれは大変な作業だと思うんですけど
千葉,00:38:27:08,00:38:29:10,貝なので貝殻なんですよ
千葉,00:38:31:05,00:38:36:05,骨じゃなくて貝。貝は骨を持っていなくて。ただよくよく考えてみると、
千葉,00:38:39:05,00:38:43:23,貝は外骨格なので骨が外側にある
千葉,00:38:45:03,00:38:49:20,で、哺乳類なんかは骨が内側にある、それが外側にある
千葉,00:38:51:03,00:39:03:10,そう考えると、僕らもよく貝殻をいろんなところを時にはちょん切ったり、あるいは色々と写真撮ったりいろんな物足を測って、形がどこ違う
千葉,00:39:04:10,00:39:07:13,細長くなったのか平たくなったのかってことをやったり
千葉,00:39:09:03,00:39:17:05,面白いのはさっきお話したウイントって尻尾のところに関わってるあの遺伝子なんですけどあれって貝では
千葉,00:39:20:02,00:39:31:03,初期発生の体の後ろ側のところに関係するだけじゃなくて実は貝殻にも関係しているんです
千葉,00:39:32:08,00:39:42:08,だからウィントの発現量を変えると貝殻の形が変わっちゃうんですよ細長く密に巻いたり真長く変な形になる
千葉,00:39:44:00,00:39:55:20,だから実は人の尻尾に関係する猿の尻尾に関係するあるいはネズミの尻尾に関係する遺伝子って僕らがやっている会では貝殻
千葉,00:39:58:15,00:40:00:12,実のところ、尻尾の骨の…
千葉,00:40:01:13,00:40:06:20,計測するというのと貝殻を計測するというのはかなり共通のことをやっている可能性が
千葉,00:40:09:15,00:40:11:18,そういう結構似たような
千葉,00:40:13:10,00:40:16:02,ある種のコンセプトで
千葉,00:40:20:00,00:40:27:08,捉えることができるかもしれないなしっぽがどこまで拡張するとしっぽがなくじゃなくなっちゃうかもしれないけど
千葉,00:40:28:22,00:40:35:08,尻尾額を発展させることで、そういう近隣の領域との視野が広まる。
千葉,00:40:36:10,00:40:44:05,違う分野との視野が広まって、新しい別の解釈なのかな、考え方というのが生まれたりする可能性があるのかなと思っています。
千葉,00:40:52:05,00:41:04:10,そうなんですよ意外なんですけどただもちろん貝の研究って哺乳類だとか昆虫みたいにすごく進んでいるわけではなくて特にゲノム読むのが全ゲノム読むのがとっても難しい
千葉,00:41:05:18,00:41:12:18,だから繰り返し配率がいっぱいあったり複雑な構造をしていてなかなかそれが難しくてそれが障壁になっていて
千葉,00:41:13:23,00:41:25:03,ずっとなかなか進まなかったんですけどようやく最近いろんなことが読めるようになっていろんな軟体動物でもいろんなものが読めるようになってようやく
千葉,00:41:26:10,00:41:36:03,理解が深まってきたので 実は全然違う生き物実は尻尾に関わっている何か多くの遺伝子が
千葉,00:41:38:12,00:41:43:15,一方じゃないかもしれないけど 貝殻の重要な機能に関わってたりということってあるかも
千葉,00:41:48:18,00:41:50:18,買える医学大きく買える
千葉,00:43:11:23,00:43:14:08,言いたい放題言ってるんですけどね
千葉,00:44:39:17,00:44:42:05,ああ、ネズミ何が一番好きですか?
千葉,00:44:46:00,00:44:49:23,尻尾のあるのとまた僕が回しちゃうって言うけどいいです
千葉,00:44:51:00,00:44:53:20,だってお話聞くの面白いんだもんだって遠島さんが
千葉,00:44:54:20,00:45:01:10,東島さんの話が面白いから聞きたくなっちゃうじゃないですか僕の話しても面白くないんだもんだって面白いですよ
千葉,00:45:02:15,00:45:05:10,やっぱりね面白いことやってる人の話を聞きたい
千葉,00:45:08:10,00:45:15:17,尻尾のあるモルモットみたいに尻尾のあるのとハツカネズミみたいに尻尾のあるやつとどっちが尻尾のあるのか
千葉,00:45:40:22,00:45:42:15,よくそういう人いますよね
千葉,00:45:46:22,00:45:53:10,それね同じ僕もねそう 片つむり好きじゃないって言うかねなめくじ大嫌いだし
千葉,00:45:54:15,00:46:02:00,だってそうでしょ だって 片つむりはね 殻があるから許せるだけど 殻がないって ありえないじゃないですか
千葉,00:46:03:07,00:46:07:00,だってその辺の人がね ここたくさん人歩いてるけどはい服着てるから
千葉,00:46:08:00,00:46:14:03,まあ見ていられるんだけど みんな服脱いちゃったら見ていられないでしょうわーってみんな逃げちゃうでしょ それと同じ
千葉,00:46:19:15,00:46:24:00,カラーがあるから見ていられるナメクジがダメだからだからカタツムリが
千葉,00:46:25:00,00:46:30:12,殻があるから許せるだから別に特別片爪が好きだからというわけじゃないんです僕が好きなのは昆虫なんです
千葉,00:46:33:07,00:46:46:10,そうそう外骨格という意味で同じだけど 昆虫は割とメカニックだからでもなぜ好きかって言われても困るんだけど 昔から好きだったんで
千葉,00:46:47:20,00:46:49:07,そうです。虫とね。
千葉,00:46:58:18,00:47:01:20,虫の研究者になるかどっちかという
千葉,00:47:03:05,00:47:17:05,そうそうそれでそれでその通りでだけどその割と子供の頃からその世の中をあの 賢く見ていてで漫画家とか昆虫の研究者っていうのはあの
千葉,00:47:22:00,00:47:28:03,リスキーだとするとこれに挑戦するには一番いいポジションは医者だと思って
千葉,00:47:30:10,00:47:36:12,それは手塚治虫のことを知ってたからっていうのもあるけどなるほど医学部に行くはずだ
千葉,00:47:37:23,00:47:46:00,でもね当時はね今と違うんですよ大学のね僕は私立行けるほどお金持ちじゃなかったから国立大学しか行けないから
千葉,00:47:47:05,00:47:54:20,当時は今と違って試験って1回しか受けられなかったんです今2回あるでしょ確かに1回失敗しても次に頑張れば何とかなるけど今1回勝負なんです
千葉,00:47:58:05,00:48:01:07,3回目に日が変わって
千葉,00:48:02:15,00:48:05:00,なぜか気が変わって医学部に行かなかったので
千葉,00:48:06:08,00:48:08:03,満減罪に至っちゃったんですけど
千葉,00:48:09:10,00:48:11:03,いや、たぶんね、あの…
千葉,00:48:12:08,00:48:14:15,今の若い人に言いたいのは医者になり
千葉,00:48:17:20,00:48:27:13,やっぱりね お医者さんになるには東島さんはお医者さんとの医学の研究をされているからよくご存知だと思いますけどやっぱり人の命を預かうんだから
千葉,00:48:28:12,00:48:30:03,横縞な気持ちになるのは良くない
千葉,00:48:37:15,00:48:39:15,これで良かったんだと自分は思って
千葉,00:48:41:03,00:48:44:12,あともう一つは本当にお医者さんになりたいんだったら
千葉,00:48:48:00,00:48:57:07,難しい大学にあるいは評判のいいというか難しい入るのに難しい大学なんか行かずに少しでも早くお医者さんになる
千葉,00:49:00:05,00:49:06:20,余計なことは考えた方がいいですよ人を救うことの方が大事だから全然関係ないことを言ってしまったんだけど何を言うよ
千葉,00:49:10:12,00:49:23:17,そうだそれで虫が好きだって結局でも今考えてみると昆虫は今研究してないんですよね学生はやったりしてましたけど僕自身は昆虫やってなくて大学に入っていろいろとあってもう説明すると長くなるから全部省略して
千葉,00:49:27:03,00:49:31:20,いろいろあったんで結局なんだかんやあって
千葉,00:49:33:03,00:49:36:15,現在に至って会議の
千葉,00:49:42:15,00:49:49:10,偶然ですよねそれは東島さんも同じで随分偶然がいろいろと左右してますよね
千葉,00:49:50:15,00:49:52:18,まあなんだろうな人生って結局
千葉,00:49:53:23,00:49:55:15,地雷源を
