"Speaker Name","Start Time","End Time","Text"
"相馬2","00;06;38;58","00;06;41;56","多分本当にそれが強いんだ。"
"藤井2","00;06;41;56","00;06;43;10","と思うんですね。"
"相馬2","00;06;43;15","00;06;50;00","何か本当にすごく心動かされるところまで行くかっていうのは。"
"藤井2","00;06;50;05","00;07;21;59","何か確かにその方がヘドニックな感じっていうのは、人間にとって歌ったってもちろんそういう側面もあるんですけど、もっと超える深い、何か、その人の人生の思わずの涙せずにいられない、楽しむみたいな、ああいうのって、ああいうのを。"
"相馬2","00;07;22;04","00;07;35;43","ちょっと認知力の限界があるかもしれないし、ないかもしれないですけど、どうなんでしょうね。"
"相馬2","00;07;35;48","00;07;39;46","人間。"
"相馬2","00;07;39;50","00;07;50;49","それこそ音楽の心っていうのは、私はそうするのじゃない。"
"相馬2","00;07;50;54","00;07;56;27","自分だと思ってるかもしれないですね。上に私は。"
"藤井2","00;07;56;32","00;07;57;38","めちゃくちゃ楽しい。"
"相馬2","00;07;57;51","00;07;58;46","ですよね。"
"藤井2","00;07;58;50","00;08;06;39","何かね、社会性とか癖を含めた、今。"
"相馬2","00;08;06;44","00;08;16;36","これを自分のこうしたいとか、何かそういうのに何ね。"
"藤井2","00;08;16;41","00;08;21;40","そうなんかでも。"
"藤井2","00;08;21;45","00;08;26;34","音楽って宗教とか。"
"藤井2","00;08;26;38","00;08;29;26","とか。"
"藤井2","00;08;29;30","00;08;43;40","表現するんですよ。そういうのって内にあるものの情報するとか、大体の。"
"藤井2","00;08;43;45","00;08;55;13","する分の何かを。そして歌ってるようにして何があんな。"
"藤井2","00;08;55;17","00;08;58;55","気持ちになっですけど。"
"藤井2","00;08;59;00","00;09;20;26","そうなんですけど、それ何かこう全てと繋がっている、今ここに私は何ですかね、私人間な話だったんですけど、現代になると大きな感じというような気がして。"
"相馬2","00;09;20;26","00;09;22;04","それはそう。"
"藤井2","00;09;22;09","00;09;29;13","だ、私はより多く、よりそういう機会が多かったんじゃないかなと。"
"相馬2","00;09;29;18","00;09;56;48","早い情報を私、現代文明のあらゆる問題って、結局の世界がつながりを感じられないから、いろんな問題が起こってて、逆で感じられる何かこう刺激。的なんじゃないかなっていう私。"
"藤井2","00;09;56;53","00;10;01;43","てしてする。"
"藤井2","00;10;01;47","00;10;04;05","して。"
"藤井2","00;10;04;09","00;10;20;41","長い繋がりをどうやっているの？っていうね。これは記事なんですね。それは低周波、つまりみんなが大体00HZという最初ですけど。"
"藤井2","00;10;20;46","00;11;04;01","それが120分がリズム我慢よ。マイナス事象がマイナスの波で、10分に一回、100秒2回は秒に一回は表にそっちにどんどん下がって、天体の運動、あるいは。リズムもリズムだし、暦があって、あれもですね。でも多分そういうものを感じ取って、その周期を大事にして、をしてるならないは多分世代ってミレニアル世代が変わる。"
"藤井2","00;11;04;06","00;11;26;21","お父さんお母さんが死んだ祖先の周期も同じ。そういう宗教と全部つなげて和、調和感じる仕組みが。感じするんだろう。そういう社会。"
"藤井2","00;11;26;26","00;11;40;08","過去から今に繋がって、今ものすごい多様な人類集団。その大事な仕組みなのに学とかね。"
"藤井2","00;11;40;13","00;11;46;28","融合。"
"藤井2","00;11;46;33","00;11;54;46","いうより必要とされてる。"
"相馬2","00;11;54;51","00;11;56;33","何か。"
"藤井2","00;11;56;38","00;12;05;14","ある？ある。"
"相馬2","00;12;05;19","00;12;19;06","最近でも。情報社会において人間搾取されてる。"
"藤井2","00;12;19;11","00;12;23;31","搾取といいますと。"
"相馬2","00;12;23;36","00;12;24;59","あらゆる広告。"
"藤井2","00;12;25;02","00;12;27;16","とか。"
"相馬2","00;12;27;20","00;12;33;44","SNSを。"
"相馬2","00;12;33;49","00;12;40;52","求めるような。可愛いでしょ。"
"相馬2","00;12;40;57","00;12;50;38","すごく流してくるのを。"
"相馬2","00;12;50;43","00;13;00;45","そういう風にはならないですか？不思議にみんな中国のようにならない。"
"藤井2","00;13;00;49","00;13;13;37","と思いますね。音楽中毒性があるとかあると思うんですけど。何かね、音楽なんで、何か。"
"藤井2","00;13;13;42","00;13;41;08","ちょっと違うんですよね。そうそうそうそうそう。これオランダの話も近いですけどと、人間の共通性、言語の学習も大事ですけど、聴覚領域と運動領域の繋がりっていうのなのに、運動情報に変換するような仕組みがあるとは。"
"藤井2","00;13;41;13","00;13;48;43","の大事な要素な新しく。"
"藤井2","00;13;48;48","00;13;52;19","必要です。"
"藤井2","00;13;52;24","00;14;08;27","ね。結構本来音楽っていうのは生と運動を結びつけるところの秩序ってすごい大事な気がするので、そこはSNSでチェックするじゃないですか。"
"相馬2","00;14;08;32","00;14;26;31","で、なんていうのかな、じゃあ私側になった時に聞いたり文章違うなと思って。"
"相馬2","00;14;26;36","00;14;31;59","組織を見。"
"相馬2","00;14;32;03","00;14;33;18","てるんですけど。"
"藤井2","00;14;33;23","00;14;43;23","分かります？それニコニコ情報何ていうんですかね、余裕を持ってるっていうかね。"
"藤井2","00;14;43;28","00;14;52;00","よね。なんかこうなんかすごい引き込まれるっていうか。"
"藤井2","00;14;52;05","00;14;55;48","なぜなんですかね。"
"藤井2","00;14;55;53","00;15;11;06","変のリズムですよ。だから結構ね、ところになるっていうさ、があるっていうかね。"
"相馬2","00;15;11;10","00;15;13;31","普段。"
"藤井2","00;15;13;36","00;15;17;20","目じゃないと。"
"相馬2","00;15;17;25","00;15;25;47","言いますか、私あんまり。"
"相馬2","00;15;25;52","00;15;31;50","頭の出る音楽を聞くと、何て言うんですか。"
"藤井2","00;15;31;55","00;15;32;39","ね。"
"相馬2","00;15;32;43","00;15;41;24","音楽なの。そうすると何か。"
"相馬2","00;15;41;29","00;15;45;11","っていうか。"
"相馬2","00;15;45;16","00;15;55;49","聞かないで結局音楽性みたいなが。"
"藤井2","00;15;55;53","00;16;00;54","なるほどね。ちょっと。"
"藤井2","00;16;00;59","00;16;08;21","の音。そうです。"
"藤井2","00;16;08;25","00;16;12;16","最近。"
"相馬2","00;16;12;21","00;16;16;33","本当にそうなんですか？"
"藤井2","00;16;16;38","00;16;19;22","あれね、一番で。"
"相馬2","00;16;19;27","00;16;20;38","そんなに。"
"藤井2","00;16;20;43","00;16;26;39","違うんですよね。親。"
"藤井2","00;16;26;44","00;16;33;07","島上にこういう方々の中に住んで。"
"藤井2","00;16;33;12","00;16;42;02","今家で基本その。"
"藤井2","00;16;42;07","00;16;47;55","めっちゃ良く。"
"藤井2","00;16;48;00","00;17;03;26","僕になって上をていう、水を揃えるっていうのというのは、学校で持つと思うのの音が早い生まれで。"
"藤井2","00;17;03;31","00;17;12;15","ありでして、それを揃えることが僕なるほど。そのために。"
"藤井2","00;17;12;20","00;17;17;46","まず師匠の。"
"藤井2","00;17;17;50","00;17;25;04","5年ぐらい隣。"
"藤井2","00;17;25;09","00;17;36;12","師匠の音を聞くと、皆さんが大体話して。"
"相馬2","00;17;36;16","00;17;47;39","いけば大きい音みたいなですね。それを直すだけでもすごく大変ですよ。"
"藤井2","00;17;47;43","00;18;01;03","ね。体では言って。ないと結果が分からないですね。"
"藤井2","00;18;01;07","00;18;07;00","正しいか正しくないか、どちらでもないか。そのつです。"
"相馬2","00;18;07;05","00;18;11;41","ね。"
"藤井2","00;18;11;46","00;18;18;26","そのストレスを持っていたら。"
"藤井2","00;18;18;30","00;18;24;38","できます。顔見えたんですよ。"
"藤井2","00;18;24;43","00;18;36;34","ね。やったよ。それ面白いですよねってもんが。"
"相馬2","00;18;36;38","00;18;38;48","面白いです。"
"藤井2","00;18;38;53","00;18;39;45","あれはもちろん。"
"相馬2","00;18;39;50","00;18;47;41","そうそう、そう。って言うか、何か何かあげよう。"
"相馬2","00;18;47;46","00;18;49;56","まずあれ。"
"藤井2","00;18;50;00","00;18;54;12","をね。"
"藤井2","00;18;54;16","00;18;59;08","それは全然それも持っているんですよ。"
"相馬2","00;18;59;12","00;19;05;15","だから何でもそう聞いて。"
"藤井2","00;19;05;20","00;19;16;42","そう、昔は陰とかは宇宙と繋がるそうだから。"
"相馬2","00;19;16;47","00;19;17;55","ああ、そうなんだ。"
"藤井2","00;19;18;00","00;19;28;30","さっきの超低周波が含まれてる。"
"藤井2","00;19;28;35","00;19;47;48","パフォーマンスと。"
"D2","00;19;47;53","00;20;03;13","出。"
"藤井2","00;20;03;17","00;20;21;32","音。"
"D2","00;20;21;37","00;20;57;58","です。"
"藤井2","00;20;58;03","00;21;23;41","言語嫌いなんですか？"
"藤井2","00;21;23;46","00;21;37;05","私の分野です。ダンスの方が身体の中で。"
"藤井2","00;21;37;10","00;21;57;26","何分あって。何話してるんですかね？その人が居ますか？その一番上が。"
"藤井2","00;21;57;31","00;22;01;32","とか上とか。"
"藤井2","00;22;01;37","00;22;09;53","に言う時になんかこう説明しきれてない。"
"藤井2","00;22;09;58","00;22;17;35","できないん。"
"相馬2","00;22;17;40","00;22;39;54","私ね、最初にが音を聞いて、それを自分で出せるようになるっていうことを研究する人間のことを研究してる。だからサイズっていうのはできたらいいんだよって。"
"相馬2","00;22;39;59","00;22;47;12","流れがあるんですけど、じゃない。"
"相馬2","00;22;47;17","00;23;05;25","で、ゆっくりだったら何かっていう話て。だから理解できて考えるでしょ。音楽が理解できない。"
"相馬2","00;23;05;30","00;23;13;38","で、それを感じたのは、さっき言ったけど、本当に変わって。"
"相馬2","00;23;13;43","00;23;35;50","見てるんです。私、今で言う話を聞きに来たの方が。でも言葉も似てるっていう話もあるじゃないですか。そういうことは意味ものではなくて、見てたんだけど。"
"相馬2","00;23;35;55","00;23;57;08","です。でもそれじゃ面白くないですね。そうなんです。だからみんな聞いてみたいと思うのは当たり前のことなので、それが近いとか言ってたら逆にだから。"
"相馬2","00;23;57;12","00;24;08;47","だからゆっくりだとか環境が違うっていう。んじゃない？って。"
"相馬2","00;24;08;52","00;24;15;04","面白いと思うのはすぐ役立たないじゃないですか。"
"相馬2","00;24;15;09","00;24;40;40","同じだから絶対来ないもので良いんですよ。それじゃその。近くなってるので、学生さんに文句言われるんですよ。この。"
"相馬2","00;24;40;45","00;25;03;49","ことあるんですか？みたいなのをやっぱりすごく。良くて。で、これ何か役に立つと言われるんですよ。でも、私達の中で胸を張れるのが大事かなっていうですね。"
"藤井2","00;25;03;54","00;25;08;11","ものすごいリズム。"
"藤井2","00;25;08;16","00;25;09;53","は分かりませ。"
"話者 3","00;25;10;02","00;25;11;29","ん。"
"藤井2","00;25;11;33","00;25;36;54","同じ、いや同じです。私はドラマを見たドラマとか音楽やってきたので、学生の時にね、これは何の役に立つんですか？っていうので、当時の正直な思いをね、知らないと知らないと。ただ、私が知りたい、ここに心を惹かれてやらないですね。"
"藤井2","00;25;36;59","00;25;53;51","そういう思いで10年、20年というのはいらんです。何かね、一瞬一瞬と何年という卒業になってしまうと見失うなっていう感じだったんですよ。"
"相馬2","00;25;53;53","00;26;11;10","そうなんですよ。すぐに意味が見えるとか、すぐに何か役立つとか、何か便利だなとかって見えるものって、技術はいいんですけど、川っていうんです。"
"藤井2","00;26;11;15","00;26;16;32","その通りです。その通りですよ。"
"相馬2","00;26;16;36","00;26;21;21","それは。"
"相馬2","00;26;21;26","00;26;28;50","違うんだけど、すごいじゃないですかね。"
"藤井2","00;26;28;55","00;26;37;41","私は何グラムの音楽でしてですね。"
"相馬2","00;26;37;46","00;26;42;09","でもすごく人間。"
"相馬2","00;26;42;14","00;26;46;53","から言われたのは、人間に共通。"
"相馬2","00;26;46;58","00;27;07;22","すると言われるもので、人間的な特徴なんだよっていうふうには、もう何の実にのに何でそうなってるかっていうのはんないけどないです。"
"相馬2","00;27;07;27","00;27;13;09","から、そういうことってすごく。"
"相馬2","00;27;13;14","00;27;20;19","考えられるっていう意味でとか言われたりしそう。"
"藤井2","00;27;20;23","00;27;21;08","いや、そう。"
"相馬2","00;27;21;10","00;27;33;28","しすごい好きなんですよ。同じだからやったことないんだけじゃないですね。"
"藤井2","00;27;33;33","00;27;42;42","いいです。人間だ。人間である。"
"藤井2","00;27;42;47","00;27;47;48","人間ですね。生です。人間なんですね。"
"相馬2","00;27;47;50","00;27;51;28","戦争。"
"相馬2","00;27;51;32","00;27;52;44","なんです。"
"藤井2","00;27;52;49","00;27;58;24","ね。今そこにあるっていうそれで。"
"藤井2","00;27;58;29","00;28;00;57","すごい。"
"藤井2","00;28;01;02","00;28;07;06","ニュースが。"
"相馬2","00;28;07;11","00;28;16;14","多いのではない。"
"相馬2","00;28;16;19","00;28;48;54","のの。"
"相馬2","00;28;48;59","00;28;50;23","じゃあ。"
"藤井2","00;28;50;27","00;28;57;04","そして最後に耳を澄ましてみましょうか。はい。"
"藤井2","00;28;57;08","00;29;16;02","ましょ。"
"相馬2","00;29;16;07","00;29;23;19","はいないですね。"
"相馬2","00;29;23;24","00;29;27;54","ます。"
"話者 3","00;29;27;59","00;29;46;00","はい。"
"D2","00;29;46;05","00;30;07;24","ありがとう。"
"藤井2","00;30;07;29","00;30;27;38","ございました。"
"藤井2","00;30;27;43","00;30;32;04","ってね。"
"相馬2","00;30;32;09","00;30;59;37","それは。"
"相馬2","00;30;59;42","00;31;23;12","すごいすごいですよ。"
"相馬2","00;31;23;17","00;31;23;44","一回。"
