"Speaker Name","Start Time","End Time","Text"
"相馬1","00;09;02;51","00;09;09;03","の。ある人を。"
"藤井1","00;09;09;08","00;09;26;42","こっち。"
"藤井1","00;09;26;47","00;09;30;45","から選んだんです。"
"相馬1","00;09;30;50","00;09;38;34","ここで。"
"藤井1","00;09;38;39","00;09;44;32","ね。"
"藤井1","00;09;44;37","00;09;52;20","なのかな。"
"藤井1","00;09;52;25","00;10;02;33","ちょっと寂しいですよね。"
"相馬1","00;10;02;38","00;10;06;25","この辺にできることですか？です。"
"藤井1","00;10;06;30","00;10;12;37","今日はですね、この後東京でトークがどうか。"
"藤井1","00;10;12;42","00;10;18;42","これがもうずっと東京。"
"相馬1","00;10;18;47","00;10;20;18","後講演。"
"藤井1","00;10;20;23","00;10;25;00","ように。そうです。"
"相馬1","00;10;25;05","00;10;27;14","通訳です。"
"話者 1","00;10;27;18","00;10;28;30","か。"
"藤井1","00;10;28;35","00;10;36;32","ですと。でも何かこれは。"
"相馬1","00;10;36;37","00;10;37;45","来年ですか。"
"藤井1","00;10;37;56","00;10;41;58","そうなんです。"
"相馬1","00;10;42;03","00;10;43;34","日本もそう。"
"藤井1","00;10;43;34","00;10;47;16","なんです。"
"藤井1","00;10;47;21","00;10;48;20","世界の流れ。"
"相馬1","00;10;48;21","00;10;50;03","ですよね。"
"藤井1","00;10;50;08","00;10;53;57","こういう。"
"藤井1","00;10;54;02","00;11;04;25","リズムの国際は。いや、あれは衝撃的でしたよ。そうですか。どんな面白いですね。"
"相馬1","00;11;04;30","00;11;08;37","私は。"
"相馬1","00;11;08;41","00;11;13;22","あるですか。"
"藤井1","00;11;13;27","00;11;17;19","あるある。"
"相馬1","00;11;17;23","00;11;24;19","これそういうある。"
"相馬1","00;11;24;24","00;11;25;54","ね。"
"藤井1","00;11;25;59","00;11;29;25","常に600。"
"藤井1","00;11;29;30","00;11;33;06","70。"
"藤井1","00;11;33;11","00;11;37;46","そうなんですね。思いまして。"
"相馬1","00;11;37;51","00;11;41;21","ですかね。えイスラム。"
"藤井1","00;11;41;21","00;11;41;38","の人。"
"話者 1","00;11;41;48","00;11;43;24","も。"
"藤井1","00;11;43;29","00;11;46;33","そうなんです。"
"藤井1","00;11;46;38","00;12;00;46","でもこれ。"
"話者 1","00;12;00;51","00;12;03;30","アナウンスの。"
"藤井1","00;12;03;34","00;12;04;10","アナウンス。"
"相馬1","00;12;04;14","00;12;30;37","が。"
"藤井1","00;12;30;42","00;12;33;11","これでも。"
"相馬1","00;12;33;16","00;12;54;25","一人でも足りないくらい。"
"相馬1","00;12;54;29","00;12;57;50","で。"
"藤井1","00;12;57;55","00;13;05;18","どうですか？大丈夫。"
"相馬1","00;13;05;23","00;13;13;22","だが何か。"
"藤井1","00;13;13;26","00;13;18;11","に。"
"相馬1","00;13;18;16","00;13;19;41","水を打っ。"
"藤井1","00;13;19;46","00;13;30;16","て。ですから。"
"藤井1","00;13;30;21","00;13;34;09","ね。"
"藤井1","00;13;34;14","00;14;00;36","これ。"
"相馬1","00;14;00;41","00;14;09;38","喋ると1分。"
"相馬1","00;14;09;43","00;14;14;27","で。"
"相馬1","00;14;14;31","00;14;21;58","200円演奏する。"
"藤井1","00;14;22;03","00;14;23;05","そうですね。"
"相馬1","00;14;23;09","00;14;27;09","で。"
"相馬1","00;14;27;14","00;14;33;30","っていうふうに言われてです。"
"相馬1","00;14;33;35","00;14;38;47","本の話だったじゃない。じゃあ歌う。"
"相馬1","00;14;38;52","00;14;42;26","ことどうだ？"
"藤井1","00;14;42;31","00;14;51;18","私の。中で自分の。"
"藤井1","00;14;51;23","00;14;57;58","過小評価。いい声って。"
"藤井1","00;14;58;02","00;15;04;21","こういうことだっていうんです。"
"藤井1","00;15;04;26","00;15;16;20","つまり生物が他の生物のようにいいことがある。"
"相馬1","00;15;16;25","00;15;27;11","よっていうか、ちょっとあんまり興味がない。私のような人。"
"相馬1","00;15;27;16","00;15;28;44","すごいです。"
"藤井1","00;15;28;44","00;15;37;19","か？そうなんですよね。偏見して。有名な研究と。"
"藤井1","00;15;37;24","00;15;41;51","PRに。"
"藤井1","00;15;41;55","00;15;48;50","オペラの。"
"藤井1","00;15;48;54","00;16;07;30","4キロぐらいの音響上の成分を。パワー旅行するとスキルのある者はPRっていう指標が。"
"相馬1","00;16;07;35","00;16;19;21","ってわかる人が。これは。この部分がある程度。"
"藤井1","00;16;19;26","00;16;27;26","ね。それを実際の歌唱コンクール形式で。"
"藤井1","00;16;27;31","00;16;41;02","それでコンクールみたい。です。順位を全部記録して、最後みたいな。細かい。"
"藤井1","00;16;41;07","00;16;56;11","マイクであるだけじゃなくて、他は。あるいはノイズの量はいろいろ音が大きい。知られ。"
"相馬1","00;16;56;16","00;17;03;59","て。"
"相馬1","00;17;04;03","00;17;09;11","てるのを。"
"相馬1","00;17;09;16","00;17;14;14","やってる。という。"
"藤井1","00;17;14;18","00;17;18;32","すごいですね。何と。"
"相馬1","00;17;18;37","00;17;20;04","して？"
"藤井1","00;17;20;09","00;17;24;48","あっお似合いじゃないですか。一番いるのは。"
"相馬1","00;17;24;53","00;17;28;49","最後にです。"
"相馬1","00;17;28;53","00;17;30;41","だったらこれ。"
"藤井1","00;17;30;46","00;17;41;41","詐欺。"
"藤井1","00;17;41;45","00;17;50;20","がありますか？日本最大のオークション60って。"
"藤井1","00;17;50;25","00;17;52;08","そうですか。"
"相馬1","00;17;52;13","00;17;55;25","じゃないですか。"
"相馬1","00;17;55;30","00;17;59;31","これ。"
"藤井1","00;17;59;35","00;18;21;52","知らない人もおられる。これもくちばしの部分は黄色と黒の。"
"相馬1","00;18;21;57","00;18;28;45","ます。素晴らしいので。そうそうそう。"
"藤井1","00;18;28;50","00;18;33;30","そう。"
"相馬1","00;18;33;35","00;18;40;36","動物。"
"藤井1","00;18;40;41","00;18;47;14","そうなんですね。"
"相馬1","00;18;47;19","00;18;52;52","これってね。"
"藤井1","00;18;52;57","00;18;57;24","あるんですけど。"
"相馬1","00;18;57;29","00;19;03;14","だから。"
"相馬1","00;19;03;19","00;19;10;58","私、壊れると思います。"
"話者 1","00;19;11;03","00;19;15;28","だからこの。"
"不明","00;19;15;33","00;19;24;29","鳥の分類を考えていきます。"
"話者 1","00;19;24;34","00;19;28;15","と、対象となります。"
"相馬1","00;19;28;19","00;19;46;29","すごく私はそういうコミュニケーションをしてるかっていうありまして、それから。"
"相馬1","00;19;46;34","00;19;49;38","あるある。"
"藤井1","00;19;49;43","00;19;56;08","日本の東京の。"
"相馬1","00;19;56;13","00;20;06;32","動物好きな。"
"藤井1","00;20;06;37","00;20;10;13","飛行機というか。"
"相馬1","00;20;10;18","00;20;14;29","やっぱり。"
"相馬1","00;20;14;33","00;20;21;29","タイミングとか。"
"相馬1","00;20;21;34","00;20;25;52","できるのは。"
"藤井1","00;20;25;57","00;20;26;34","そうそう。"
"相馬1","00;20;26;39","00;20;42;30","そうするのは難しい方もあるんで、どっちがいいですな。さそうなことでこうやると言われ。"
"藤井1","00;20;42;35","00;20;47;42","たっていうのは、歌うっていうのはそもそもが。"
"相馬1","00;20;47;47","00;21;01;41","ある程度あると時にどの。で、でも。"
"相馬1","00;21;01;46","00;21;04;23","やってるんですよね。"
"藤井1","00;21;04;28","00;21;07;21","研究ね。"
"相馬1","00;21;07;26","00;21;10;25","ですよね。"
"相馬1","00;21;10;29","00;21;12;39","ちょっとぐらいが。"
"藤井1","00;21;12;44","00;21;13;42","好きなんですか。"
"相馬1","00;21;13;47","00;21;21;08","だから音楽って一回になりますとかで。"
"相馬1","00;21;21;13","00;21;24;19","そうすると。"
"相馬1","00;21;24;24","00;21;30;37","音声だからから。そうなると、やっぱりそれも止めたい。"
"藤井1","00;21;30;41","00;21;31;48","緊張します。"
"相馬1","00;21;31;53","00;21;35;55","私。"
"相馬1","00;21;36;00","00;21;43;27","はすごく気を使ってやりたいんだけど。"
"藤井1","00;21;43;32","00;21;47;23","そこがいいんじゃないかっていう。"
"相馬1","00;21;47;23","00;22;05;39","のもあって。だからすごいですけど、全く進行をもう人間にしても結構ストレス取ってきますね。"
"藤井1","00;22;05;44","00;22;09;54","よくある感じします。"
"藤井1","00;22;09;59","00;22;37;01","普段の生活でもね、何かいろいろできてるんだなって。すごく感じますよね。それを。"
"藤井1","00;22;37;06","00;22;45;38","野鳥音源、野鳥、動物、動物。"
"藤井1","00;22;45;43","00;22;58;26","である。"
"藤井1","00;22;58;31","00;23;00;32","カモ類です。"
"相馬1","00;23;00;37","00;23;01;22","よ。"
"藤井1","00;23;01;26","00;23;04;26","ね。"
"藤井1","00;23;04;31","00;23;15;22","これは。"
"藤井1","00;23;15;27","00;23;28;48","ぐらいですね。"
"藤井1","00;23;28;52","00;23;32;07","まず。"
"藤井1","00;23;32;12","00;23;36;32","をまず。"
"相馬1","00;23;36;36","00;23;42;17","文に賑やかしたんです。"
"藤井1","00;23;42;22","00;23;42;59","見た。"
"相馬1","00;23;42;59","00;24;00;46","後。だから部屋に入って上を先に帰るとかして乾かして、なんとジャッキみたいにして。あの。"
"藤井1","00;24;00;50","00;24;07;45","頃のその先の。どういうことですかね？の保存。"
"相馬1","00;24;07;50","00;24;16;34","保存。それがこういうものに関わってる。"
"相馬1","00;24;16;39","00;24;22;54","保存できる部屋に机を。"
"藤井1","00;24;22;59","00;24;27;39","すぐですね。いっぱいこう装飾上手に。"
"相馬1","00;24;27;46","00;24;39;26","うん、そうですよね。"
"藤井1","00;24;39;31","00;24;41;29","そうなのね。"
"相馬1","00;24;41;34","00;24;46;09","頭の中。"
"藤井1","00;24;46;14","00;24;53;57","の取り方の下。"
"藤井1","00;24;54;02","00;25;02;54","の。"
"相馬1","00;25;02;59","00;25;13;08","ことが何ですかね。鳥になりきった方法がない。"
"相馬1","00;25;13;13","00;25;18;37","とやろう。みたいな。"
"藤井1","00;25;18;42","00;25;23;40","そういうのが芸人で。"
"相馬1","00;25;23;45","00;25;38;11","です。"
"藤井1","00;25;38;16","00;25;44;40","ね。"
"藤井1","00;25;44;45","00;25;53;28","どうなんですか、モノマネって自分の口から出そう。"
"相馬1","00;25;53;33","00;25;54;18","なる。"
"藤井1","00;25;54;23","00;26;10;39","と、自分がこうミュージシャンが広がったりして真似するんですけど、でも時代じゃないっていうのは。"
"相馬1","00;26;10;44","00;26;22;08","モデルがないとなると。"
"相馬1","00;26;22;13","00;26;28;25","あんまりない。"
"相馬1","00;26;28;30","00;26;35;01","って後から。"
"相馬1","00;26;35;06","00;26;43;52","分かる。"
"相馬1","00;26;43;56","00;26;47;07","から。それ。"
"相馬1","00;26;47;12","00;26;52;42","で、歌ってます。"
"藤井1","00;26;52;47","00;27;02;20","私っていうのは、この機嫌良くなるってどれだけなる？"
"藤井1","00;27;02;24","00;27;22;08","例えばです。個体の独自性を表すようなシグナルが出てた。結構人間の想像、創造的。"
"藤井1","00;27;22;13","00;27;53;48","としかでない。その人の信号って違うんだよ。押してると強いなっていう印象を持って、でもそれのこう答えるの。あるのか。それをこう面白いの、こう、鳥の。"
"相馬1","00;27;53;53","00;28;01;23","と思うんですけど。っていうの。"
"相馬1","00;28;01;27","00;28;05;07","を。"
"相馬1","00;28;05;12","00;28;14;25","カラス。です。折れてることが多いので。"
"藤井1","00;28;14;30","00;28;17;08","ちょっとかか。"
"相馬1","00;28;17;13","00;28;26;30","ちょっと。"
"藤井1","00;28;26;35","00;28;29;03","こうこうするって。"
"相馬1","00;28;29;08","00;28;37;58","すぐでも言って。"
"藤井1","00;28;38;03","00;28;40;24","なるほど。"
"相馬1","00;28;40;29","00;28;45;42","から。"
"藤井1","00;28;45;47","00;28;52;12","そうですね。"
"藤井1","00;28;52;17","00;28;56;56","素晴らしいね。"
"藤井1","00;28;57;01","00;29;00;25","それも。"
"藤井1","00;29;00;30","00;29;36;21","だからなんで排除ってホルマント成分とフォルマント、つまり周波数の構造、声色っていうじゃないですか。というか、それは共鳴する構造、つまり体で、その持ってる体の特徴が遺伝子も違えば、答えとしての体の声が違うんで、どうしてそうなってるのかなって思った。"
"相馬1","00;29;36;26","00;29;41;59","その部分ももちろんね。"
"藤井1","00;29;42;04","00;29;46;46","そういう意味で、それ。"
"相馬1","00;29;46;51","00;29;49;00","が。"
"相馬1","00;29;49;05","00;29;56;06","分からないですと。"
"藤井1","00;29;56;11","00;30;09;13","そういう。"
"藤井1","00;30;09;18","00;30;15;15","つまり何で体には頭の方はとか。"
"相馬1","00;30;15;20","00;30;30;33","言語じゃないじゃないですか。つまりがそういうか何か。"
"藤井1","00;30;30;37","00;30;34;39","です。"
"相馬1","00;30;34;44","00;30;39;10","から。"
"相馬1","00;30;39;15","00;30;42;55","メールを交わした時の。"
"藤井1","00;30;43;00","00;30;44;40","こと。"
"相馬1","00;30;44;44","00;30;50;37","はしましたよね。"
"相馬1","00;30;50;42","00;30;53;37","こうこう。"
"相馬1","00;30;53;42","00;30;57;35","考え。"
"相馬1","00;30;57;39","00;31;07;52","そうですね。"
"藤井1","00;31;07;57","00;31;16;40","面白そうだ。"
"藤井1","00;31;16;45","00;31;24;50","けど。"
"相馬1","00;31;24;55","00;31;35;03","になるんだろうかっていう話で。"
"藤井1","00;31;35;08","00;31;37;52","応募は。"
"相馬1","00;31;37;57","00;31;39;59","その人。"
"藤井1","00;31;40;04","00;31;41;31","の。"
"相馬1","00;31;41;36","00;31;47;11","何？"
"相馬1","00;31;47;16","00;32;01;45","そう。で、簡単なんじゃ？後同じ。"
"相馬1","00;32;01;50","00;32;10;34","ぐらいの開口部じゃないですか。"
"相馬1","00;32;10;39","00;32;14;12","長い方が小さい。"
"藤井1","00;32;14;17","00;32;17;10","なるほど。"
"相馬1","00;32;17;14","00;32;35;19","同じくらいには面白そう。もそういうのは多分ですけど。同じさをみんな開く。"
"藤井1","00;32;35;24","00;32;36;53","なるほど。"
"相馬1","00;32;36;58","00;32;41;50","加速度的に同じ。"
"相馬1","00;32;41;54","00;32;51;20","だから例えば長い時はすごく厳しい。"
"相馬1","00;32;51;24","00;32;57;53","ですね。"
"藤井1","00;32;57;58","00;33;09;04","つまり、長くて重い方の、例えば軽いやつと長く思います。"
"相馬1","00;33;09;09","00;33;12;15","のの。"
"相馬1","00;33;12;20","00;33;21;34","強そうなんです。"
"藤井1","00;33;21;39","00;33;28;51","どうしてか。よくこう率直に。"
"相馬1","00;33;28;56","00;33;38;09","彼らはそう力。を。"
"藤井1","00;33;38;14","00;33;41;48","それって世界。"
"藤井1","00;33;41;53","00;34;07;21","一緒です。これはわざわざね、力の前に100回直後ぐらいに実験したりとかした時に、めっちゃ重い使ってるって。こと思って。1。"
"藤井1","00;34;07;25","00;34;12;21","升長いんだけど。"
"藤井1","00;34;12;26","00;34;25;36","この回転するところをさらに、そしてかなり細かくリバウンド運動を繰り返すと、思いの方法であるが、一番こうできるんだっていうんで。"
"相馬1","00;34;25;40","00;34;29;31","それを支える。"
"相馬1","00;34;29;36","00;34;35;42","神経な筋肉で。すごい。"
"藤井1","00;34;35;46","00;35;12;12","そうですね。だからそのものの特性漂い、容易な神経信号から発せ、制御からピークに発生するけど、かなり周期でこうこうを続ける。でもそれがかなり無駄。ここだっていうタイミングでこれを言うことが多分物性というか軸自体も動くような特性をできるだけその基づいて。"
"相馬1","00;35;12;17","00;35;19;54","それに沿うものというのは、自分のお気に入りはそうです。"
"藤井1","00;35;19;59","00;35;22;45","その。"
"相馬1","00;35;22;50","00;35;23;41","全てを。"
"藤井1","00;35;23;46","00;35;24;40","我々。"
"相馬1","00;35;24;45","00;35;25;47","君の。"
"藤井1","00;35;25;52","00;35;30;49","車読む時また同じね。"
"藤井1","00;35;30;54","00;35;36;47","この時間。なので頭から作ってるんで。"
"藤井1","00;35;36;52","00;35;42;07","来週でも全部違うぞ。"
"相馬1","00;35;42;12","00;35;49;22","その細かい自分の。"
"藤井1","00;35;49;27","00;35;54;21","完全なるですよこれが。"
"相馬1","00;35;54;25","00;35;58;25","もしも。"
"相馬1","00;35;58;30","00;35;59;44","です。怖いです。"
"藤井1","00;35;59;49","00;36;03;30","選ぶを選びますね。"
"藤井1","00;36;03;35","00;36;16;14","ほとんどないってなってるんですけど。でもやっぱりその中でも自分の裏っていうのは常に。"
"藤井1","00;36;16;18","00;36;22;58","です。"
"藤井1","00;36;23;03","00;37;11;35","つまり最終的にがどうとかがこうエネルギーを占めますので、になるんですけどね。スティックがどうなってるかが大事で、日々では1個の形が変わるので、その大事なことがそこに絡んで、その人の良くし思っ、私の話じゃないけど、体自体違っあって、エネルギーをどうしてくれるのか、その時系列で作るのかいうのが。"
"藤井1","00;37;11;40","00;37;20;02","さっきのリズムに乗るのかっていうのは、ドラマを究極は。"
"相馬1","00;37;20;07","00;37;24;18","取り戻すのです。"
"藤井1","00;37;24;23","00;37;26;29","あります。"
"相馬1","00;37;26;34","00;37;30;23","本当に。"
"相馬1","00;37;30;28","00;37;33;44","その。"
"藤井1","00;37;33;49","00;37;40;05","個体情報や面白い。"
"藤井1","00;37;40;10","00;38;29;51","部分ドラマの情報を刻む神経回路に学習する。そしたらと、リズムマシーンのような機械というのは一切いらないとか。結構熟練機械学習とか、もっともっとゆらぎ過ぎ。いっぱい出てきは脳ののでおかしい。全体をリズムで揺らすと出てくるけど、面白いのが何かね、ちょっと個性をちょっと関西とかね、全機械だなっていう風に思ったりとか。"
"相馬1","00;38;29;56","00;38;38;48","やっぱり基本的に音みたいな。機械がやるの。"
"藤井1","00;38;38;48","00;38;39;44","は。"
"相馬1","00;38;39;49","00;38;41;20","そう。"
"藤井1","00;38;41;24","00;38;42;13","面白そうな。"
"相馬1","00;38;42;13","00;38;43;58","個性。"
"藤井1","00;38;44;03","00;39;11;05","そうです。タイミングって言われるんです。マイクロバイオームのランダム構造がある。例えばフラクタルみたいな長期にとか、あるいはその私のさと揺らぎ方が多分情報。その身体からこういう身体がどうやっ。"
"藤井1","00;39;11;10","00;39;54;28","て、体がこうするので、必ずその全ての方向で今日は全部出てるんですよね。脳と身体から紡ぎだされる構造というのは、ランダムじゃなくて身体を持っている。生態的制約を受けるのでて、他の人間を主分解してその配置でしかないんですけど、それをた個体の生物健康体とかそういう形でおそらく次に分解してるんじゃないかなって。"
"藤井1","00;39;54;32","00;40;18;09","後からそれがある。それは今までの自分の記憶に何かとか、あるいはこの人が以前頭にやっぱりこの聞こえないね、音、そういうことを単なるリズムの中にも類推してるんじゃないかなっていう。"
"藤井1","00;40;18;14","00;40;25;27","ような秩序性。を私が。"
"相馬1","00;40;25;32","00;40;28;02","それでそれ。"
"藤井1","00;40;28;07","00;40;34;16","すごいすごいんですよ。"
"相馬1","00;40;34;20","00;40;38;53","それ。"
"相馬1","00;40;38;57","00;40;44;49","を思うですけど。"
"藤井1","00;40;44;53","00;40;59;06","できるのではすごくないです。"
"藤井1","00;40;59;11","00;41;25;57","めっちゃすごいですよね。私は最近読んだ論文の中だったんですけど、プラトン爺さん、プラトンはリズムの語源のと持つ言葉についての言葉一つだったの。プラトン音楽その前はんですけど。"
"相馬1","00;41;26;01","00;41;27;45","どんどん深くなってきますね。"
"話者 1","00;41;27;57","00;41;32;07","そう。"
"藤井1","00;41;32;12","00;42;12;29","読んでることがあって、つまり音ね。人間の人間というのは特に間違った。でも人は他の動物と違って何かあったものがあって、それは秩序をようなので持ってるわけですね。その皇帝っていうのはハルモニアっていうそうじゃなくて、身体が秩序をと。"
"藤井1","00;42;12;34","00;42;29;18","与えられた人間が持ってるのにあると思ったものがと。イデアっていうのはダンスである。すごいすごい。それが人。"
"藤井1","00;42;29;23","00;42;33;55","そのものがやってる。"
"藤井1","00;42;34;00","00;42;37;07","だからすごい。"
"藤井1","00;42;37;11","00;42;44;49","のは。"
"藤井1","00;42;44;54","00;42;49;14","そうな。"
"藤井1","00;42;49;18","00;42;57;26","でも誰もそれは違うん。本当は学習する前。"
"藤井1","00;42;57;31","00;42;58;47","には。"
"相馬1","00;42;58;52","00;43;00;09","そう。"
"藤井1","00;43;00;13","00;43;04;02","学んでいるじゃないですか。音声の秩序か？"
"相馬1","00;43;04;07","00;43;17;03","利は。人間は音楽にある。ちょっとした。"
"相馬1","00;43;17;08","00;43;22;28","が持ってるんです。だからどう。"
"藤井1","00;43;22;33","00;43;23;00","するんです。"
"相馬1","00;43;23;00","00;43;32;06","か？てそれがあって姿。"
"藤井1","00;43;32;10","00;43;35;29","が、練習の時に。"
"相馬1","00;43;35;34","00;43;40;59","自分で身体。"
"藤井1","00;43;41;04","00;43;42;30","したんです。"
"相馬1","00;43;42;34","00;43;49;55","だからは人からするといつも完璧みたいな。"
"藤井1","00;43;50;00","00;43;51;18","ことね。"
"相馬1","00;43;51;23","00;43;57;25","みたいな。"
"相馬1","00;43;57;30","00;44;07;39","完璧っていうか、いつも同じものが出せるみたいな生活がかかって、上に行っちゃって。"
"藤井1","00;44;07;45","00;44;09;19","なるほど。"
"相馬1","00;44;09;23","00;44;14;52","それに研ぎ澄まされるみたいな。"
"藤井1","00;44;14;57","00;44;20;23","時間って。"
"藤井1","00;44;20;28","00;44;21;36","ラップバンド。"
"話者 1","00;44;21;40","00;44;22;16","の。"
"藤井1","00;44;22;21","00;44;39;41","それとて、山口と2足の演奏に。"
"相馬1","00;44;39;46","00;44;41;40","神経系ですかね。"
"藤井1","00;44;41;41","00;44;44;24","今のところは神経症。"
"相馬1","00;44;44;28","00;44;45;19","があっ。"
"藤井1","00;44;45;22","00;44;50;08","て。そうですね。"
"藤井1","00;44;50;13","00;44;56;04","専門用語だと特異性、局所性。"
"相馬1","00;44;56;09","00;44;58;12","のっていうのが。"
"藤井1","00;44;58;17","00;45;18;20","そうです。動作特異性っていうのはつまり、ある時には芽を、例えばドラムだと足でバスドラムって言うんですけど、その。"
"藤井1","00;45;18;25","00;45;22;34","よく言われる。"
"藤井1","00;45;22;39","00;45;41;26","局所っていうのがあるから、自分右足足で起きるんですよね。何か人の話と関連する話て。"
"不明","00;45;41;30","00;45;48;03","もちろんすごいバンドで特異性を。"
"藤井1","00;45;48;08","00;45;59;17","見せないなくて、正確に。"
"藤井1","00;45;59;22","00;46;32;03","伝わるように全体のこうするんですけど、ひょっとしたら。に適応する暮らし、例えばミュージシャンにって。つまりこの楽器で決められたこういう演奏を見せずに、この人やるといいでやった方があるんじゃないかっていうのを再現できるようにやるっていうですけど、またの話ですけどね。"
"藤井1","00;46;32;08","00;46;44;04","何かそれと何かこう余裕が性未来は違うことだった。"
"相馬1","00;46;44;09","00;46;45;40","でしょう。"
"藤井1","00;46;45;44","00;46;48;16","そうなん。"
"藤井1","00;46;48;21","00;46;59;02","かっていう、そういうタイプもそうですけど。だからこれのターゲットはしてるっていうのがね。"
"相馬1","00;46;59;06","00;47;03;30","そこまでしない。"
"相馬1","00;47;03;35","00;47;08;48","けど、それが自分の。"
"相馬1","00;47;08;53","00;47;13;23","相手に。"
"相馬1","00;47;13;28","00;47;20;17","気になるっていうか。"
"相馬1","00;47;20;22","00;47;29;13","そうですよね。自分への評価とかそんなに。"
"相馬1","00;47;29;18","00;47;33;41","やってる。"
"藤井1","00;47;33;46","00;47;36;39","とか。"
"相馬1","00;47;36;43","00;47;41;43","どうなのかな。"
"藤井1","00;47;41;47","00;47;44;35","人間的にして。"
"相馬1","00;47;44;40","00;47;49;57","自分の評価が。"
"藤井1","00;47;50;02","00;47;56;28","なるほどと思いますけど。それが。"
"藤井1","00;47;56;33","00;48;02;27","本当に大きい。"
"藤井1","00;48;02;32","00;48;11;16","あのないか見てる。"
"藤井1","00;48;11;21","00;48;13;34","なるほど。"
"相馬1","00;48;13;39","00;48;19;45","とか。"
"藤井1","00;48;19;50","00;48;25;45","ね。"
"相馬1","00;48;25;49","00;48;39;22","そういう。"
"藤井1","00;48;39;26","00;48;45;46","社会の。"
"相馬1","00;48;45;51","00;48;51;26","子との付き合い方。"
"藤井1","00;48;51;30","00;48;53;46","すごいですけど。"
"相馬1","00;48;53;51","00;49;02;44","そこからを。"
"相馬1","00;49;02;49","00;49;06;47","見ますので。"
"相馬1","00;49;06;51","00;49;11;22","そうな。"
"相馬1","00;49;11;27","00;49;15;26","の。そうそうそう。"
"藤井1","00;49;15;31","00;49;18;08","そうです。と。"
"相馬1","00;49;18;13","00;49;22;34","可愛いんです。"
"藤井1","00;49;22;39","00;49;25;49","あるんです。"
"相馬1","00;49;25;53","00;49;29;42","という。"
"相馬1","00;49;29;47","00;49;34;13","私。"
"藤井1","00;49;34;17","00;49;46;45","を誇りを。"
"藤井1","00;49;46;50","00;50;00;07","どういうとも。"
"藤井1","00;50;00;12","00;50;10;10","なるほど。すごい。ようなのかな。"
"相馬1","00;50;10;15","00;50;12;39","できないね。"
"藤井1","00;50;12;44","00;50;20;12","でもそれって言ってるじゃないですか。成功するに。"
"藤井1","00;50;20;17","00;50;24;33","安易。"
"相馬1","00;50;24;38","00;50;39;03","をすごく楽しいです。"
"相馬1","00;50;39;08","00;50;51;08","社会にいるんですけど。"
"藤井1","00;50;51;13","00;51;00;24","ね、何歳ぐらいのことなんです。"
"藤井1","00;51;00;29","00;51;03;33","え？何歳まで寿命？"
