Speaker Name,イン点,アウト点,文字起こし,色選択
D,00:35:37:18,00:35:40:02,公共じゃないんだろうなと。,Cerulean
山本,00:35:40:04,00:35:47:04,そうですね。 この中之島もまさに何もなかったところに作ったわけですけどね。 それは確かにそうかもしれない。 側の街ですもんね。,Cerulean
山本,00:51:28:07,00:52:49:09,私が思うのは、やっぱり日本が別に特殊だとまでは思わないんだけれど、その70年代のオイルショック以降も安定的に経済成長できてしまったっていうところが非常に大きいっていうふうに思うんですよね。 だから新自由主義への対応も遅れるし、いろんなところもありますけども、少なくとも74年からバブル崩壊まで、さらに10何年間も安定的に成長しちゃった。 ジャパンアズナンバーワンって本気で思えた。 それってやっぱり団塊の世代の人たちが就職してからのことなんですよね。 しっかり企業社会に入って、うん、別に今までの感性でええやんと、日本のやり方でええやんというところがあって、その辺のズレ、当時の日本にとってはまだ成長できるっていうんでよかったのかもしれないけど、その辺が現代への向き合い方の、もしかしたら遅れとかズレにつながってる可能性ってあるかもわからんなと思って思ってるところですね。 だから成長の中でしか安定できひんって思える期間が長かった。 むちゃくちゃ55年からね、1955年から90年までってなったらね。 それがちょうど自民党にも重なるけどってなると、うん。,Magenta
吉田,00:52:49:09,00:53:20:21,なるほどなるほど。 符合的ですね。 例えばヨーロッパでいわゆる右派ポピュリスト政党が出てきて勢いを増したのって、やっぱりリーマンショックの後なんですね。 ユーロ危機の後なんですよね。 それでで言うと、日本は相対的にまだリーマンショックのダメージって少なかったので、やっぱりワンテンポ遅れて右派ポピュリスト政党なものが今出てきているっていう、ちょっとこう、やはり欧米から10年ぐらいちょっとずれるっていうところがね、一つパターンとして言えるかもしれないですね。,Magenta
吉田,00:53:30:10,00:54:15:10,は、これも持論なんですけど、やっぱり日本って相対的にグローバル化の程度が低いと思うんですよ。 経済的グローバリズムにおいても、例えば株式でどれくらい外国人が株式を持っているかっていうシェアを見ると、やっぱり実務の中で低いわけですよ。 それから、移民の問題も当然そうですけれども、他のヨーロッパで言うと10%ぐらい、だいたい移民あるいは移民系と呼ばれている人達ですけど、10%、15%が当たり前になってるわけですね。 日本まで3%ですよね。 だから、そういった意味では、やっぱりグローバル化の波の中で相対的に出遅れっていうのは。 で、それは明治の時からそうですよねって話だとは思うんですけど、そういう世界史的な日本の地位っていうのがやっぱりそうさせてるんじゃ。,Magenta
山本,00:54:15:12,00:54:24:18,ちょっと遅れるっていうところですよね。 だからそうそう、近代化も追いつけ追い越せやけど、ちょっと沈んでいくのも追いつけ。 ところもあるのかもしれません。 ほんとそうですけど。 あった。,Magenta
大津留,00:54:24:22,00:54:31:17,でも、遅れたからこそ、周りを見ててっていう風に、前もってね、何かできる余裕があっ。 の2。,Magenta
吉田,00:54:31:19,00:54:57:22,んです。 そうなんですよ。 だから西遅れのトップランナーみたいなね、地位にあるのは確かなんですよ。 なので、やっぱりそれは我々の代わりに何かグローバル化の実験をしてくれてる国があるので、そこからいかに学べるかっていうところは、その立ち位置はやっぱり戦後になっても日本と変わらないのかなという印象は持ちます。,Magenta
吉田,00:55:36:02,00:56:22:16,それはもう多分にHR召されたモデルなんだけれども、一応モデルというのがあって、それに日本はアダプトしようっていう風に向かってきたんですけど、今逆に失敗出てるんですよね。 モデルになっちゃって。 そうすると日本っていうのはどういう風にある種方向性みたいな、あるいは体系性みたいなものを獲得したらいいんだろうかっていうことを考えなきゃいけないようになったのが、やっぱり21世紀になってなのかなという気がしますね。 そういった意味で、ものすごくこの国の立ち位置みたいなものが変わる可能性は出てくる。 正解がないということで。 そうですよね。,Violet
吉田,00:56:41:06,00:57:26:05,うん。 だから民主主義ってより重要になると思うんですよ。 もさっきも言いましたが、民主主義って正解を選び取るもので、正解を作っていくプロセスのことを民主主義って言うわけですよね。 一人で考えてても何もそれは変わらないので、そういった意味ではみんなで3人集まれじゃない、集まればじゃないですけど、やっぱり意見を出し合って、ブレインストーミングをして、協調して、共同して、みんなで何かを作り上げる。 その過程で民主主義っていう民主的な社会って生まれると思うので、今こそ逆に民主的な観念じゃない、民主的な態度、民主的な社会っていうのが必要になっている時期はないんじゃないか。,Violet
山本,00:57:35:00,00:58:03:10,もうやっぱり追いつけ追い越せの時に、モデルがある時とモデルがなくなって、どうしたらいいんだろうっていう21世紀と、じゃあ何かね、不思議だなと思うんだけど、追いつけ追い越せがあった明治時代の方が、甲論乙駁の議論が、いろんな可能性が出てくるんだけど、本来だったら追いつけ追い越せがなくなって、私心がなくなった方が、いろんな意見が出てきても良さそうなもんだけど、意外とそうじゃないっていうのが。,Violet
吉田,00:58:03:10,00:58:09:03,ないですよね。,Violet
山本,00:58:09:05,00:58:42:17,ほんまに論じ方がわからんというか、何をしたらいいかわからんというふうに戸惑って、もう10年、20年経ってるっていうところがね。 結局だって新自由主義にしたって、アメリカの真似まねじゃないけど、アメリカ的にやっておけばうまくいくかもしれないねって行かなかったけどいいかもしれないね。 でやってきて、その後のこの10年、22年ってなると、本当はもっと多様に。 議論が出てきてもいいけど、なかなか出てこない。,Violet
