"Speaker Name","Start Time","End Time","Text"
"大坪2","00;03;18;12","00;03;47;03","お話をしてる、おしゃべりをして、毎日そのおしゃべりして社交する時間が34時間あるっていうとすごいキレイなんですけれども、結構親戚づきあいもものすごいたくさんあるし、従兄弟とかはとこなんて束になって付き合わなきゃいけないことがあるので、人間関係っていうか、親戚づきあいはものすごい大変で、その中でまたおしゃべりしていくっていうんで、それが多分羨ましいなでは済まない世界だと思います。"
"しんめい2","00;03;47;07","00;04;19;39","だから多分想像ですけど。お国の制度とか社会システム、もうちょっとゆるめのものとか、そういったものがバチっとあれば、そんなにこう、親戚とか血縁だったり、園の集団で助け合うっていう必要が多分なくなってきて、そういう日々の雑談とか関係を強化するみたいな必要が薄らいでいくのかなっていうふうに思って。"
"しんめい2","00;04;19;52","00;04;30;38","イエメンとかの場合だと、そこら辺がやっぱりどういう集団なんですかね、血縁集団で助け合う。"
"大坪2","00;04;30;42","00;04;49;38","すごい平たく言うと、社会福祉なんかほとんどないし、国に頼れないから自分たちでやんなきゃいけないな、というのはありますよね。言ってしまえば。そう言うと面白くないんで、あんまり言いたくないんですけど。だから親戚づきあいが大切だっていうのも何か面白くないなと思うんですけど。"
"しんめい2","00;04;49;43","00;05;00;34","何かある種のリアリティっていうか。例えばカートで毎日3時間話してて、多分僕あんまり耐えられないタイプなんですけど、同じ話をするのか。"
"大坪2","00;05;00;39","00;05;09;16","それを人が、またお客さんが来るとおんなじ話をまた延々と。それが3、4回おんなじ状況です。"
"しんめい2","00;05;09;21","00;05;34;08","それをちょっとしんどいなと思って、もう参加しないみたいなことを、何か割とみんな面倒くさいと思ってるのか、もう何か意外とそうでもなくてなのか、面倒くさいと思ってるけど、その何かカートの会から抜け出したらちょっと孤立しちゃうみたいなプレッシャーとか。"
"大坪2","00;05;34;13","00;05;41;58","私が家で最後に言ったのが2013年。最新の話ではないんですが。"
"大坪2","00;05;42;03","00;06;06;44","割とやっぱりカートを買うのは時間もお金の無駄になるから嫌だって言って、自分は勉強したいとか仕事をするんだって言う人はいるので、そうそうオッケーなんですね。ただ、カートの研究が始まった1970年代くらいから人類学者が調査を始めてるんですけれども、その頃の研究を読むと割と昭和の酒じゃないけれども、絶対飲まなきゃいけない、買わなきゃいけない。"
"大坪2","00;06;06;48","00;06;09;43","しかも、なきゃいけなかったような感じがします。"
"しんめい2","00;06;09;50","00;06;10;34","ああ。"
"大坪2","00;06;10;38","00;06;29;34","そうなんだなと。ちょっと緩くて噛まないっていう選択肢も増えてきたから、あとは一人で買うのが好きだって言う人もいますね。あとは店番しながら一人ですると感じるとか、多少はちょっと自由にはなってきてるかなと思いますけど。"
"大坪2","00;06;29;39","00;06;54;35","でもノリとしては昭和とか平成の酒の付き合いに近いですかね。女性の方は割と構わないで紅茶とか飲んでおしゃべり付き合うっていう人は結構いるんですけど、学生の方だと割とみんな観てる。で、噛まない人は別に弾いてるわけじゃないんだけれども、やっぱり噛まないと入りにくいのかなと。"
"しんめい2","00;06;54;35","00;06;55;11","いう気がする。"
"大坪2","00;06;55;11","00;07;02;48","ので、噛まないと付き合いが悪くなる感じはしてます。"
"しんめい2","00;07;02;53","00;07;07;17","まさにビールとか飲み会における。"
"大坪2","00;07;07;22","00;07;08;29","の酒が飲めないのか。"
"しんめい2","00;07;08;37","00;07;11;57","飲めないのかっていう。"
"大坪2","00;07;12;02","00;07;25;04","ですから、それが良いとは思わないですけどな。ですよね、個人的に。でも人付き合いってそういう無駄がないと続かないんだよなっていうのがあります。"
"しんめい2","00;07;25;09","00;08;15;42","結局、親戚が毎年集まるっていうのがある。僕は多分10歳ぐらいまでは続いたと思うんですけど、やっぱりこう時代も相まって多分どんどんなくなっていって、もうほとんど何か親戚が毎年集まるみたいなことなくなってて、僕今37歳なんですけど、母親が当時では珍しくて、40歳の時に僕を産んでるんで、もう78とか、いわゆる団塊の世代で、母親が去年ちょっと倒れまして、その時に結局今いろんな介護保険とかいろんな制度は当然使うんですけど。"
"しんめい2","00;08;15;47","00;08;39;49","やっぱり親戚とかが割と毎日のように病院とか来てくれたりしてて、何かああいう変な目線で終わるんですけど、ああいう風に親戚の集まりやってたのって、例えば今本当に倒れたりした時に、こういう形で繋がりが何か出てくるんだなとか思ったり。"
"しんめい2","00;08;39;49","00;08;46;33","そうですね。すごい変な目線なんですけど、やっぱりこう。"
"しんめい2","00;08;46;38","00;09;00;41","こう年齢重ねてこう体も弱くなっていっててなっていった時に、最後こう繋がれるのは昔本当にと毎年全く同じ話をした中の人なんだなって。"
"大坪2","00;09;00;55","00;09;04;17","お母さん方の方ですか、お父さん方の方ですか。"
"しんめい2","00;09;04;22","00;09;06;41","両両方ですね。"
"大坪2","00;09;06;46","00;09;15;01","お母さん方は嫁として入った方じゃなくて、自分の方の親戚で、でも全員。"
"しんめい2","00;09;15;06","00;09;38;15","そうですね、メインは。でも父方かもしれませんね。母も本当に毎年そこで会ってた人達で、やっぱりこう助け合ってたという。"
"しんめい2","00;09;38;19","00;09;46;24","それで大事なんだなっていうのも、何かこう変な話なんですけど。"
"しんめい2","00;09;46;29","00;09;51;31","やっぱりこれからそういう。"
"しんめい2","00;09;51;36","00;10;21;55","今の話って無駄か無駄じゃないみたいなところで考えた時に、ちっちゃい頃の僕は毎年集まって同じ話をするのはもう本当に言ってしまえば無駄だなって感じたんですけど、本当に無駄ではないっていう、もうめちゃくちゃ物凄く現実的な、例えば利益にも繋がってるわけで、それは時間を超えた利益ですけど。"
"しんめい2","00;10;21;59","00;10;40;21","だから無駄かどうかってすごい。どの時点でどんな目線で考えるかによっても当然どんどん変わってくるし。今、下北沢の街もちょっと。"
"しんめい2","00;10;40;25","00;10;54;54","緑植えても利益にはそんな繋がりづらいと思うんですけど、何らかね、多分鉄道会社の方でも長期的には利益に繋がるだろうという。"
"しんめい2","00;10;54;59","00;10;56;05","ところでやっぱり。"
"大坪2","00;10;56;09","00;11;03;15","利益に繋がるだろうって考えてる時点で無駄じゃないよなって思っちゃうんですけど。"
"しんめい2","00;11;03;20","00;11;45;21","全部無駄かどうかという軸で考えることはそれなりに乏しいことだとは思うんですけど、でも単純に無駄だって言ってる目線が時間軸をちょっと変えると無駄ですらないというか。何かそういう何か面白さはあるのかなと。カートの話も多分近視眼的に何かすごいこう、国全体で無駄で生産的じゃないことをしてるっていう風に評価することも可能だと思うんですけど、それをもちろんそれ自体の豊かさっていうのがある前提で、何か何10年かした後に、"
"しんめい2","00;11;45;26","00;11;56;04","いや結局こっちの方が合理的ですらあったじゃんっていう評価になり得ることも、もしかしたらあるのかなっていうか。"
"しんめい2","00;11;56;09","00;12;00;21","お二人の。"
"大坪2","00;12;00;26","00;12;01;28","綺麗にお蕎麦屋。"
"しんめい2","00;12;01;28","00;12;04;07","さんで謎に抹茶まとめようとし。"
"大坪2","00;12;04;07","00;12;08;37","たりしても。でも最近の若者は買うと買わなくなってきてるんです。"
"しんめい2","00;12;08;42","00;12;14;38","ああ、そうですか。"
"D2","00;12;14;43","00;12;24;23","ちょっと出ましたけど。"
"D2","00;12;24;28","00;12;28;31","面白かった。そうなんです。"
"D2","00;12;28;36","00;12;33;09","グローバリゼーションじゃないですけど、なんかそういう話。"
"D2","00;12;33;14","00;12;36;17","あるのかなっていうつつ。"
"大坪2","00;12;36;22","00;12;36;50","広げましょ。"
"しんめい2","00;12;36;50","00;12;41;45","うか。"
"D2","00;12;41;50","00;12;47;17","的に文化人類学的です。"
"D2","00;12;47;22","00;12;52;04","アメリカのことなのかなっていう話と。"
"D2","00;12;52;09","00;12;57;14","哲学的な思考を引いて、じゃあ次は。"
"D2","00;12;57;19","00;13;02;12","その言葉についてなるのか、広がりが。"
"大坪2","00;13;02;17","00;13;36;44","って今なんだっけ？今思い出してるんだけど。だから文化人類学でも嗜好品の研究っていうのはなくはないんですが、結局インターナショナルにならないんですよね。そこにって言葉がないので。なので話をしたっけ。ビールの研究だとか、コーヒーの研究っていうのはいろんな学問でされてますけれども、じゃあビールを飲んでる人たちは、じゃあコーヒーを飲まなかったかと、そういう研究は全然ないんですね。"
"大坪2","00;13;36;49","00;14;01;17","なので嗜好品の研究ってなかなか国際的にならないんですが、ちょっとの話をどこに思ったこと、思ったこと、思ったんだけど。なのですいません、自文化人類でも嗜好品であんまり研究は盛んかっていうと、日本ではできているけれども、国際的にうまく展開できてないんですよっていう話なのかな。"
"大坪2","00;14;01;22","00;14;20;28","アルコールとカフェインを一緒に議論するイスラム圏ではもちろん無理です、なかなか。だからカードが理解されずに薬物になっちゃってる。欧米諸国だとカードも薬物違法薬物になっちゃうので。"
"しんめい2","00;14;20;33","00;14;21;47","ニュアンスとして違法。"
"大坪2","00;14;21;52","00;14;22;37","本当にそうです。"
"しんめい2","00;14;22;42","00;14;23;48","本当にそうなんですね。"
"大坪2","00;14;23;53","00;14;28;28","日本なんです。"
"しんめい2","00;14;28;33","00;14;31;10","日本でカードはできない。"
"大坪2","00;14;31;15","00;14;40;08","最近調べてないのでちょっと分かんないんですけど、多分ないんじゃないかと。自身は多分カード自体は禁止じゃないと思います。すいません。"
"しんめい2","00;14;40;13","00;14;44;49","ほぼ輸入されてない。"
"大坪2","00;14;44;54","00;15;09;44","で、じゃあ欧米で薬物になっちゃうようなものを、じゃあイエメンとかエチオピアとか東アフリカの人達がやってるのか、やっぱり人達なのかっていうと、結局欧米諸国でカードが禁止されたっていうのは、1980年代とか90年代にソマリアの東アフリカのソマリア内戦が激化して、欧米に逃げていって、その時にカードも一緒に空輸されてたんです。"
"大坪2","00;15;09;57","00;15;30;22","それで広まった。で、例えばイギリスのロンドンにしましょう、そのようにがやってきて、難民申請して、英語もよくわかんないし、仕事もしないで難民申請してるから仕事もできないし、何も昼間からぶらぶらしていてカードばっかりですから、その辺からカードが禁止されてるんですね。"
"大坪2","00;15;30;27","00;15;34;39","難民移民問題に。"
"大坪2","00;15;34;44","00;15;53;16","スケープゴートにしてでもカードのせいにしている部分はあるんで、私はそう理解してるんですが、カートに含まれている何とかっていう成分が危ないって説がされるんですが、それよりも何も難民移民問題と絡めて禁止されたという経緯が。"
"大坪2","00;15;53;21","00;16;14;19","なんでそんなに名前が葉っぱなので危ないものじゃないと私は理解してるんですけど、それ、その成分を抽出するとその危ないドラッグにはなっちゃうんですけど。ただ世界的に見るとやっぱりカートは薬物扱いされつつあるのかなって気はしてまして。"
"大坪2","00;16;14;23","00;16;27;36","欧米に、ヨーロッパにいるイメージでちょっとインタビューしたことあるんですけども、カートがPCになってからカート上なくなったそうですね。カートがなくてもそんなに困らないという。"
"しんめい2","00;16;27;36","00;16;28;07","か。"
"大坪2","00;16;28;12","00;16;31;57","カートがないからイエメン人のアイデンティティが保てないとかそんな話じゃないわけ。"
"しんめい2","00;16;31;57","00;16;33;19","です。"
"大坪2","00;16;33;23","00;16;56;50","たかが嗜好品ですから。色々話を聞いてると、やっぱりドイツなんかだと生活が忙しいわけですよね。平日は仕事しなくちゃいけないし、週末は子供をイスラムの学校に行かせたり、家族の時間を作らなきゃいけないっていうことで、毎日3時間カートなんかない、生活のリズムも変わってくるのかなっていうことがありますし。"
"大坪2","00;16;56;50","00;17;32;15","で、韓国で実際に家を探してるんですけども、若い人たちはカートをイエメンで楽しめずに国を出てるんですね。船でとりあえず国を出て、マレーシアあたりで経営して、マレーシアだと合法的に滞在できないんです。アラブレストランで皿洗いするくらいしか仕事がないので、じゃあどうしようかっていうことで、韓国までやってきた人たちが500人ぐらいいるんですけれども、そういう彼らの若い世代になると、カートはお父さんが好きなもの。"
"しんめい2","00;17;32;15","00;17;33;51","が。"
"大坪2","00;17;33;56","00;17;44;26","あんまりね。最近の若い人たちはカートを買わないんだなってあるので、時代は変わってきてるんです。"
"大坪2","00;17;44;31","00;17;48;16","もっと年配の方にカートの話をすると、ものすごいウケるんですけど。"
"しんめい2","00;17;48;21","00;17;49;16","そうですね。"
"大坪2","00;17;49;20","00;18;21;43","いろんなとこ、そこのカートが美味しいとか調査は散々したので、そういう話をすると、本当にイエメンで調査をしてきたっていうことになるわけですね。なんで？だって韓国なのになんで日本人が調査に来てるんだっていうことが、それで彼らにとってわかりやすいんですね。これはイエメンで調査をして検証してきました、開発でこういうのがありますよってことを話すと、すごい理解されやすいってのがありました。"
"しんめい2","00;18;21;48","00;18;32;51","でもすごいそういう国境のまたぎ方というか、韓国に話が行くんですね。そこで。"
"大坪2","00;18;32;55","00;18;48;04","日本にも何人か来てるんですけれども、何せ難民認定されてる人もいるんですけれども、そちらはちょっと個人情報の関係でアクセスできず、韓国の方が私はうまくアクセスできました。"
"しんめい2","00;18;48;09","00;18;54;06","今、これはね、もう最近は行かれてないと思うんで。"
"しんめい2","00;18;54;10","00;19;14;37","ただの、それこそ雑談みたいな話題ですけど、今ね、イランが戦争状態になっていて、イエメンも関係するエリアにはあると思うんですけど、そこで例えばカートを嗜みながらそういう話はしそうな感じなん。"
"大坪2","00;19;14;37","00;19;18;08","ですかね。言えると思いますよね。"
"大坪2","00;19;18;13","00;19;40;58","雑談ばっかりしてるってさっき言っちゃいましたけれども、何だろう、それのフォローになるのかな。私がいた頃って、そんなにインターネットが発達していなかったつもりだったんですけれども、例えばイエメンで国会議員の選挙があったりすると、翌日、新聞は全てスタンドで売られてるもので、配達されない。"
"しんめい2","00;19;41;00","00;19;41;58","ものなんですけど。"
"大坪2","00;19;42;02","00;19;59;37","新聞を買いに行くともう売り切れちゃってるんですよね。みんなみんなが買うんですよね。それでみんなが情報を仕入れて、おそらくカードを見ながらまた情報を共有するってことで、そういう情報交換の場でもあったんだろうなと思います。"
"しんめい2","00;19;59;42","00;20;15;53","そういう意味では、もしかしたらネットとかSNSとかで代替される機能を結構カートの場でも担われていて、何かネットの普及とかでみんなあんま変わってやらなくなったみたいなこともあり得るんですかね。"
"大坪2","00;20;16;02","00;20;23;05","あるんですかね？を見ながらスマホをいじってるんじゃないかな。"
"しんめい2","00;20;23;10","00;20;44;30","やっぱそこは。だから何らかの。アッパーななのかダウナーなのか分からないですけど、いわゆるアッパーのそういった体に効く奴っていうんですか？っていうものは大事っていうことなんですかね。"
"大坪2","00;20;44;35","00;20;58;45","実は経営の成分が入っているんですね。それを求めてやってるっていうよりも、人と会う口実とか思わないって。"
"大坪2","00;20;58;49","00;21;09;14","ことなのでしょうか。あまり強くないんじゃないかなと思っています。成分的なもの、お酒も入っ。大丈夫かな？"
"D2","00;21;09;17","00;21;12;45","やっぱり。"
"D2","00;21;12;50","00;21;16;01","西洋から。"
"D2","00;21;16;06","00;21;28;22","お話にかけての話も面白かったんですが、逆にやっぱりこう、もちろん若い皆さん。"
"D2","00;21;28;26","00;21;31;01","役に立たない。東洋哲学的。"
"しんめい2","00;21;31;01","00;21;36;02","に。"
"D2","00;21;36;07","00;21;48;10","みたいな言葉もあるじゃないですか。そう、私の言葉とか。"
"D2","00;21;48;15","00;21;56;45","皆さんの話を聞いていると、やっぱり役に立たない時が。"
"しんめい2","00;21;56;49","00;22;01;40","入っ。"
"D2","00;22;01;45","00;22;06;02","こういう機能から何か導こうとしている。"
"しんめい2","00;22;06;07","00;22;09;02","ちょっと早い発想。"
"D2","00;22;09;07","00;22;14;25","東洋哲学的。"
"D2","00;22;14;30","00;22;19;03","生産的ではこの話をどう？"
"D2","00;22;19;08","00;22;19;40","かみしめよう。"
"しんめい2","00;22;19;40","00;22;22;26","として。"
"大坪2","00;22;22;31","00;22;24;28","どうやって質問したら？"
"しんめい2","00;22;24;33","00;22;27;40","そう。"
"大坪2","00;22;27;45","00;22;42;36","新しめさんすみません。私はカープの話ばっかりしてないですけど。どう思います？このタイプだな。おしゃべりばっかりで。一見無駄と思われる人付き合い。"
"しんめい2","00;22;42;41","00;22;44;33","ですね。"
"D2","00;22;44;37","00;22;52;33","雑談。雑談。"
"大坪2","00;22;52;38","00;23;03;21","コーヒー入って。でもですね。思考哲学って表だけじゃない。"
"しんめい2","00;23;03;26","00;23;11;10","これで例えば僕からもう語り出してもいい感じですか？"
"しんめい2","00;23;11;15","00;23;18;20","すごい。僕はその嗜好品とかは。"
"しんめい2","00;23;18;25","00;23;48;18","嗜好品というよりは、そういう嗜好性っていうんですか、仏教でいうと渇愛っていう言葉があるんですけど、鶴は渇くですかね。渇く愛で。この渇愛っていう言葉は、仏教哲学においてはもうめちゃくちゃ重要な言葉で、これが苦しみの原因だっていう風にざっくり言うとお釈迦さんとかは言っているものです。"
"しんめい2","00;23;48;23","00;24;23;37","こうこう、このこの世界っていうのは一切皆悪だ、全て悪なんだけれども、その原因っていうのがこの渇愛だっていう。言い方をしてて。で、渇愛ってものを知ったら、こう、すごくざっくり言うと楽になるよっていう話。守って言うと解脱するよみたいな話があるんですけど、その辺ちょっとややこしいので置いておくと、その渇愛って例えば何かっていうふうに、私の理解で言うと。"
"しんめい2","00;24;23;42","00;24;45;39","例えばこうちょっと嫌なことがありましたっていう時に、お酒を飲んで忘れましょうっていうふうになったとします。これ、例え話です。その時はこう嫌なことだったり現実って言われるものを忘れることができるんで、ちょっと開放感があって気持ちが楽になると。"
"しんめい2","00;24;45;43","00;25;17;34","ただ、最初はいいんだけれども、それをずっと常習的にやっていくと、そのアルコール自体に依存していて、元々忘れようと思ってた現実よりも辛い、そのしんどさ、苦しみっていうものが襲ってくるよねっていう、こういった構造っていうんですかね、が何かあるのかなというふうに思ってて、こう普通に生きてると。"
"しんめい2","00;25;17;39","00;25;43;19","苦なわけですよね。これはすごい仏教でいうと根源的なレベルでいうんで、ちょっと想像しにくい部分があるんですけど、一人お坊さんから聞いた話だと、例えば我々まばたきしますよね。まばたきを全くしないとめちゃくちゃしんどいわけじゃないですか。だから、そのしんどさよりも、まばたきをするっていう、もうちょっとマシな服を選んで、こう、まばたきをすることによって生命が維持されている。"
"しんめい2","00;25;43;24","00;26;10;23","ずっと何もせずに、飲み物も飲まずに、食べ物も食べずに生きてると、ものすごく苦しみが大きくなるから、ちょっと面倒くさいけれども、飲み物を飲んで、食べ物を食べて、そうやって生命は維持されていくみたいな、そういうレベルの話があって。でも普通に生きてるだけでもちょっと面倒くさいというか、しんどいというか、思い通りにならないことがすごくたくさんある中で、でて。"
"しんめい2","00;26;10;28","00;26;29;48","そういった1の苦しみ、ちょっと面倒くさいなとか、嫌だなとか、しんどいなっていうものを隠すために、1を何かこう0にしようと思ってやることが、10の苦しみを作ったり、100の苦しみを作ったりする。それは苦しいよねみたいな話を。"
"しんめい2","00;26;29;53","00;26;57;18","仏教では一面においては説いているのかなっていうふうに理解していて。嗜好品ってすごくそこに関わってくるところで。で、結局こう、何か現実みたいなものって何かやってらんない時があるのかなと思うんですよね。今、日本も現時点ではそんなシビアな戦争に戦闘とかに巻き込まれているわけではないですし。"
"しんめい2","00;26;57;18","00;27;28;17","でもイエメンって本当に、例えばイエメンだったら内戦状態にあってもままならない、のっぴきならない、もしかしたら身内が死ぬかもしれない、死んだかもしれないというような、そういう厳しい現実がある時に、そこから何か一瞬でも逃れられるっていうもの。それがカートだと。そこまで副作用強くないのかもしれないですけれども、それが例えばアルコールだったり、もっとこう。"
"しんめい2","00;27;28;22","00;27;42;13","本当にドラッグみたいなもので、その現実を忘れようとしたらより大きな苦しみが来るかもしれないみたいな、そういうループの中に人間はいるんだよみたいなことを。"
"しんめい2","00;27;42;18","00;27;46;28","私の理解では仏教とかは言っているのかなっていうふうに思ってて。"
"大坪2","00;27;46;33","00;27;54;11","何事も程々が良いって話に繋がるんですが、結局それはでもそういう道がいいのか。そうですね。"
"しんめい2","00;27;54;15","00;27;57;21","中道もそういうこう言っ。"
"大坪2","00;27;57;26","00;27;58;20","ちゃダメだよ。"
"しんめい2","00;27;58;25","00;28;12;15","ほどほどっていう意味でもないんですけど、でも生活場面で言うなら、ある意味そのほどほどっていうものを進めることにもなり得るのかなとは思います。だから結局、嗜好。"
"大坪2","00;28;12;15","00;28;13;24","品。"
"しんめい2","00;28;13;28","00;28;43;42","だから別にダメだと言っているわけではなくて、どこかそうやって現実というものに指向性のあるもので折り合いをつけながらやっていられない現実っていうのをちょこちょこ見て見ぬふりをして、そうやって生きていくと、もうちょっと話続けるんですけど、仏教の場合だと、嗜好品っていうよりは、その中に妄想みたいなのがある意味それに当たるのかなと思っていて。"
"しんめい2","00;28;43;46","00;29;02;40","もう仏教でいう妄想ってめちゃくちゃ根本的な概念ではあるんですけど、例えば僕はこう、何て言うんですかね、神明ですみたいな、何か作家名とか、あるいは名字が神明なんで神明ですっていう名前でやってるんですけど、これも広い意味では妄想なんですよね。"
"しんめい2","00;29;02;45","00;29;08;17","何かこう、そう思い込んでいるだけというか。"
"しんめい2","00;29;08;21","00;29;25;30","この不確かな世界で、いつ死ぬか分からない、いつ病気になるか分からない。何か今こうバーンと交通事故が起きて、僕も死んでしまうかもしれないという不確かな中で、何か自分はこう神明という名前で本を書いていてみたいな妄想ストーリー。"
"しんめい2","00;29;25;35","00;29;54;13","それがみんなが共有していたとしても、ただの想像にしか過ぎなくて、そういったものがこの不確かな、次に何が起こるか分からない世界で、何か一時的な確かさとか、この世界は多分今後も続いていくんだとか、自分というのはまだ生きていられるんだとか、その仮初の妄想による安心感みたいなものを持って生きていると。"
"しんめい2","00;29;54;18","00;30;29;42","それとこう何となく折り合いをつけながら、所詮は妄想なんだけども、こう嗜好品みたいな感じで、ふと虚しさが襲ってきた時に、何か将来のことを考えるとか、妄想することによってこう折り合いをつけていくみたいなことをやってるなみたいな話をですね、ちょっと長くなったんですけど、大坪さんの話を聞きながらずっと思ってました。"
"しんめい2","00;30;29;47","00;30;32;42","どうですかね。"
"しんめい2","00;30;32;47","00;30;54;38","なんなんだか。僕の中でか、カートと妄想を同じレベルで並べていいのかわかんないんですけど、広い意味ではこう、仏教とか東洋哲学における渇愛の話とかに繋がるのかなと思ってい。"
"大坪2","00;30;54;43","00;30;56;58","これまで散々カートの話をしておいて、何。"
"しんめい2","00;30;56;58","00;30;57;53","なんですか？"
"大坪2","00;30;57;57","00;31;02;17","イメージはカードばかり簡単なのか？って思われるのも心配なんですよね。"
"しんめい2","00;31;02;17","00;31;03;45","はい。"
"大坪2","00;31;03;50","00;31;13;17","買わない人もいるし、感じたくないとかって言う人もいるのかとばかり感じると思います。心配なんですが、カートくらいあっていいじゃん。"
"しんめい2","00;31;13;17","00;31;14;21","というのが。"
"大坪2","00;31;14;26","00;31;19;47","あるんですが。"
"大坪2","00;31;19;52","00;31;24;48","難しいですよ。"
"大坪2","00;31;24;53","00;31;49;17","本当にカートの話ばっかりしてると、本当にカートイメージカートばっかり観ているのかって話になっちゃうんですけど、昔、私が大学院生の頃かな、当時イエメンで唯一の英字新聞の編集長の田舎がちょっとサナアから車で56時間行ったところにあるオシャレが苦痛で、田舎に行こうってずっとくっついていて。"
"大坪2","00;31;49;22","00;32;08;51","で、その編集長をおもちゃも英語もできるし、アラビア、フランス語、どこまできたのかな。留学経験もあるし、カートなんかヤギの餌だとかって言う人なんですよ、なんですけれども、何言って何をするかっていうと、ほぼ村人を集めて、みんなカートを噛ませて、自分が噛まないで全部口を開けてしまうわけ。"
"しんめい2","00;32;08;56","00;32;09;00","だ。"
"大坪2","00;32;09;02","00;32;26;56","から、自分はそのヤギの餌をとか言いながらも、ちゃんと人を集めて話を聞くには、家族が必要な父親だなってことは分かってる人なんだなと思いながらゲームしていました。エピソードだらけだ。話が繋がらないん。"
"しんめい2","00;32;27;01","00;32;35;50","でも私、話なんか変人かと思って噛んでいるのは心外だって言いながらこの話が出て、何かやっぱり関係なんだ。"
"大坪2","00;32;35;55","00;32;40;54","でも何もなしで話をするってとっても大変なんですよ。"
"しんめい2","00;32;40;59","00;32;41;27","そうですね。"
"大坪2","00;32;41;38","00;32;51;29","お茶とかもなく話をするのって、面接とか警察の取り調べくらいしかない。"
"大坪2","00;32;51;33","00;32;55;06","それもちょっと不思議な1であったりするんですけど、あんまり飲み物。"
"しんめい2","00;32;55;06","00;32;55;41","とか食べ物。"
"大坪2","00;32;55;41","00;33;22;26","がないと、何かしながらじゃないと話にしにくいんで、歩きながら話をするとかっていうことになるし。だから、だから二人でいるっていうのも難しいから、恋人同士はデートするんであって、どっか行こうってことになるから、何かしないと話はできないんだよなっていうのは、私が最近考えていることなんですけれども、学生に話をしても、学生はやっぱり話す時間なんて山ほどあるわけです。"
"大坪2","00;33;22;31","00;33;42;25","改めてお茶しようとか食事しようとか飲まないとかって言って友達を誘うことは、そういう危機感は社会人になってからだと思う。大学生はよく分かんないんだろうなと思いながら学生と話をしたりもするんですけど、大人になっちゃうとそんなこと当たり前になっちゃうんですけど。"
"しんめい2","00;33;42;29","00;33;50;15","何ね、対面で椅子に座って向き合って喋るよりも、今まさに。"
"大坪2","00;33;50;20","00;33;51;24","この場所。"
