"Speaker Name","Start Time","End Time","Text"
"D1!","13:11:45:23","13:12:13:00","ちょっと思ってはいはい。"
"D1!","13:12:13:02","13:12:22:03","降りますと降りますと。"
"D1!","13:12:22:05","13:12:35:12","すいません。"
"D1!","13:12:35:14","13:12:45:11","あとは現場にお任せします。"
"D1!","13:12:45:13","13:12:54:18","わから。"
"D1!","13:12:54:20","13:13:06:21","始めてますので。"
"D1!","13:13:06:23","13:13:18:16","質問。"
"しんめい1","13:13:18:18","13:13:27:12","ですか。"
"しんめい1","13:13:27:14","13:13:35:24","楽しいです。今ご研究のフィールドとしては。"
"D1!","13:13:36:05","13:13:42:13","引き続きという形になっている。"
"しんめい1","13:13:42:15","13:14:05:10","コーヒーの。"
"D1!","13:14:05:12","13:14:11:13","今付けます。今です。"
"D1!","13:14:11:15","13:14:24:10","菊地です。はいはい。"
"しんめい1","13:14:24:12","13:14:59:14","先生のご出身はですよ。"
"しんめい1","13:14:59:16","13:15:09:20","よく。"
"しんめい1","13:15:09:22","13:15:13:10","地元。"
"しんめい1","13:15:13:12","13:15:16:15","千葉の。"
"D1!","13:15:16:17","13:15:17:15","館山とこちら。"
"しんめい1","13:15:17:15","13:15:25:24","のテーマとあと九十九里とかの雰囲気。わりとなんとなく近い感じが。"
"大坪1!","13:15:26:01","13:15:30:24","どうですか？って。"
"しんめい1","13:15:31:01","13:15:37:10","夕日が結構よく見えて、すごいこう運転しながら見えたりするんで。"
"D1!","13:15:37:12","13:15:43:05","僕と喋るようなですね。はい。"
"しんめい1","13:15:43:07","13:15:44:16","3日、3日、30。"
"大坪1!","13:15:44:17","13:15:47:06","日ですか。"
"D1!","13:15:47:08","13:15:48:10","山を。"
"しんめい1","13:15:48:12","13:15:49:02","挟んで。"
"大坪1!","13:15:49:02","13:15:50:24","はいはい。"
"しんめい1","13:15:51:01","13:15:58:00","ちょっとついつい。"
"D1!","13:15:58:02","13:16:00:12","はいはい。"
"D1!","13:16:00:14","13:16:02:04","なのではい、したのでですね。"
"大坪1!","13:16:02:07","13:16:03:12","はい。"
"D1!","13:16:03:14","13:16:05:03","もう回っています。"
"大坪1!","13:16:05:06","13:16:08:09","わかりました。はいはい。"
"大坪1!","13:16:08:11","13:16:09:14","どうにかしてください。"
"大坪1!","13:16:09:16","13:16:12:09","編集で。"
"大坪1!","13:16:12:11","13:16:14:17","一回3回。"
"D1!","13:16:14:19","13:16:15:12","2回。"
"大坪1!","13:16:15:14","13:16:16:15","3回。"
"しんめい1","13:16:16:17","13:16:25:14","プラットとしては前に納富先生、東大の納富伸先生とギリシャ哲学され。"
"大坪1!","13:16:25:14","13:16:26:18","ている。"
"しんめい1","13:16:26:20","13:16:28:14","先生と。"
"大坪1!","13:16:28:15","13:16:49:05","話を。"
"しんめい1","13:16:49:07","13:16:51:24","そうですね、これ桜なんですよね。"
"大坪1!","13:16:52:01","13:16:56:13","桜桜。"
"大坪1!","13:16:56:15","13:16:58:04","下北沢久しぶりです。"
"しんめい1","13:16:58:06","13:17:16:05","下北沢久しぶりですね。本当に大学在学中ぐらいなんで、10何年ぶりですけど、何かちゃんとはわかってないんですけど、雰囲気だいぶ変わった気がするんですけど、気のせいですかね。あんまりこっちじゃないのか。"
"大坪1!","13:17:16:07","13:17:19:21","はいはい。"
"しんめい1","13:17:19:23","13:17:30:20","なんかすごい開発していい感じに子育てしやすい街になっているみたいなことを噂で聞いたんですけど。"
"しんめい1","13:17:30:22","13:17:40:14","何かこんなきれいなもの、これがラジオなのに確たること全然言えないんですけど、何か。"
"大坪1!","13:17:40:14","13:17:42:06","新そうです。"
"しんめい1","13:17:42:08","13:17:47:20","新しいカフェがあって。"
"しんめい1","13:17:47:22","13:18:10:17","多分下北沢も何口言ってんでしょう。東口とかの方ですかね。が古着とかちょっとカルチャーみたいな雰囲気のところで、こっち側の南西部が落ち着いている感じなんですよね。"
"しんめい1","13:18:10:19","13:18:13:22","すごい子供が。"
"しんめい1","13:18:13:24","13:18:23:22","草を触って遊んでいたりしますね。"
"しんめい1","13:18:23:24","13:18:30:04","お父さんは下北沢いつぶりですか。"
"しんめい1","13:18:30:06","13:18:32:08","あ、そうなんですね。"
"大坪1!","13:18:32:10","13:18:37:00","使わないでもないんです。はい。"
"大坪1!","13:18:37:02","13:18:40:03","はい。"
"大坪1!","13:18:40:05","13:18:42:22","目的地に。"
"大坪1!","13:18:42:24","13:18:45:10","はいはい。"
"大坪1!","13:18:45:12","13:18:49:16","変わっていく感じはしてます。"
"しんめい1","13:18:49:18","13:19:03:02","何か僕が行った時と渋谷もすごい変わったしね。昔、新宿も行く度に東口と西口行き来でき。"
"大坪1!","13:19:03:02","13:19:04:00","なくなったみたいな。"
"しんめい1","13:19:04:01","13:19:07:14","ちゃんと街も変わっていくんだなって。"
"大坪1!","13:19:07:14","13:19:13:18","すごい思います。"
"しんめい1","13:19:13:20","13:19:20:10","学生時代はどんな学生だったんですか。"
"大坪1!","13:19:20:12","13:19:20:24","昔の。"
"D1!","13:19:20:24","13:19:25:19","話です。"
"しんめい1","13:19:25:21","13:19:30:24","学生そうですね。真面目だったか。"
"大坪1!","13:19:31:01","13:19:34:06","授業が。"
"大坪1!","13:19:34:08","13:19:46:05","デフォルトみたいな時代が。"
"大坪1!","13:19:46:07","13:19:47:12","私はよく昼寝をし。"
"しんめい1","13:19:47:12","13:19:49:11","てました。ああそうですか。"
"大坪1!","13:19:49:13","13:19:57:18","をして。"
"大坪1!","13:19:57:20","13:20:00:07","学生はみんなちゃんと。"
"大坪1!","13:20:00:09","13:20:03:12","はいはい。"
"しんめい1","13:20:03:14","13:20:10:08","今そうなんですかね。"
"しんめい1","13:20:10:10","13:20:13:15","僕。"
"しんめい1","13:20:13:17","13:20:15:15","どれぐらい？もう20年。"
"大坪1!","13:20:15:15","13:20:16:04","近く前に。"
"しんめい1","13:20:16:04","13:20:22:11","なっちゃいますけど、大学入学してやっぱりあんまり授業行けなかったですね。"
"大坪1!","13:20:22:13","13:20:24:07","はいはい。"
"大坪1!","13:20:24:09","13:20:25:15","行ってました。"
"しんめい1","13:20:25:17","13:20:29:18","語学は。そうですね、何か語学は。でないとやっぱり。"
"大坪1!","13:20:29:18","13:20:31:14","単位が取れないんで。"
"しんめい1","13:20:31:16","13:20:44:09","フランス語をやってたんですけど、何か何ですかね、もう何にも覚えてないですね。何かすごく難しかったっていうことしか覚えてないですね。"
"大坪1!","13:20:44:12","13:20:47:19","古い話になります。中国語？"
"しんめい1","13:20:47:21","13:20:49:16","ああ、そうなんですか。"
"大坪1!","13:20:49:18","13:20:52:03","ドイツ語。"
"大坪1!","13:20:52:05","13:20:56:17","動詞の変化にひたすら。"
"大坪1!","13:20:56:19","13:20:58:18","はいはいはい。"
"しんめい1","13:20:58:20","13:21:02:10","まあまあまあ。"
"大坪1!","13:21:02:12","13:21:08:13","やってます。はい。"
"しんめい1","13:21:08:15","13:21:19:16","大坪さんの頃中国語やったりしたんですか？何かたまトレンドありますよね。多分ね、流行りの第2外国語の。"
"大坪1!","13:21:19:18","13:21:37:01","私のクラスの人達はやっぱり中国に興味があるとか。絡んだ仕事したいとか、ドイツ語が難しいということを知ってるから、はいはい。"
"しんめい1","13:21:37:03","13:21:49:16","そうそう、何かこう、結構講演が続いてますね。講演というか。"
"D1!","13:21:49:18","13:21:53:23","役ぐらいまで。"
"しんめい1","13:21:54:00","13:22:05:00","この広場みたいな感じか。遊歩道が。"
"しんめい1","13:22:05:02","13:22:10:16","ですね。たどり着いたそうです。何往復かしたりすることによってです。"
"大坪1!","13:22:10:18","13:22:12:17","もう半分ぐらい。"
"しんめい1","13:22:12:19","13:22:18:13","あっそうなんですか。"
"大坪1!","13:22:18:15","13:22:20:04","そうですね。"
"しんめい1","13:22:20:06","13:22:31:12","ちょっと多分あれですね、ディティールに注目して色々言っていかないともたない。"
"しんめい1","13:22:31:14","13:22:54:22","で、やっぱこういうこう、商業施設というよりは、もう何か何もない広場みたいな感じの所をいっぱい作るようになったんですね。ここは昔。何かあったんですかね。"
"しんめい1","13:22:54:24","13:22:58:18","あ、ここ線路だったところなんですか。"
"大坪1!","13:22:58:20","13:22:59:24","本当に全然。"
"D1!","13:23:00:05","13:23:00:20","違う。"
"大坪1!","13:23:00:22","13:23:05:14","広場になって。"
"大坪1!","13:23:05:16","13:23:09:15","はいはい。"
"しんめい1","13:23:09:17","13:23:20:13","こちらに来たやさんに聞くの変ですけど。何か下北チョイスは何か理由があったんですか？"
"D1!","13:23:20:15","13:23:34:05","物への愛着でみんな何かみんなが好きなもの古着とかレコード、そういうものに溢れている街だから。"
"しんめい1","13:23:34:07","13:23:49:15","ワードとしては嗜好品とか、そういう。"
"大坪1!","13:23:49:17","13:23:54:23","はいはいはい。"
"大坪1!","13:23:55:00","13:23:58:08","はい。"
"大坪1!","13:23:58:10","13:24:00:01","そんな名前だった。"
"大坪1!","13:24:00:03","13:24:02:04","はいはい。"
"大坪1!","13:24:02:06","13:24:11:16","その時もたくさんあったなって記憶がある。"
"しんめい1","13:24:11:18","13:24:30:11","何か心なの時に路上飲みみたいなのを下北でやってたかわかんないですけどね。1杯やってたみたいで。ああいう路上飲みとか、文化人類学者の方だったら何かこう注目したりしないのかな。"
"D1!","13:24:30:11","13:24:32:08","とか思ったりしましたけども。"
"しんめい1","13:24:32:10","13:24:32:16","ね。"
"大坪1!","13:24:32:18","13:24:46:13","もうね、一瞬だけ。"
"しんめい1","13:24:46:15","13:25:05:10","大坪さんは。嗜好品全般にもうこう研究というか、興味関心の対象があるんですか。それとももっとカートとかコーヒーとか絞られたものですか。"
"大坪1!","13:25:05:12","13:25:10:12","最初は。"
"大坪1!","13:25:10:14","13:25:18:19","嗜好品が一番説明しやすいの。"
"大坪1!","13:25:18:21","13:25:22:23","を考えてますけれども。"
"大坪1!","13:25:23:00","13:25:33:21","自分は。"
"しんめい1","13:25:33:23","13:25:41:07","沖縄のコーヒーはきっかけがあってですか。"
"大坪1!","13:25:41:09","13:25:43:20","海外の調査の。"
"大坪1!","13:25:43:22","13:25:46:23","中でも調査もできない。"
"大坪1!","13:25:47:00","13:25:52:11","どうしよう、どうしよって。その中の前にインスタグラムを。"
"大坪1!","13:25:52:11","13:25:54:06","始めて。"
"大坪1!","13:25:54:08","13:25:56:12","イエメンの昔の写真をずっと。"
"大坪1!","13:25:56:12","13:25:59:01","アップして。"
"大坪1!","13:25:59:03","13:26:00:01","来て。"
"大坪1!","13:26:00:03","13:26:06:03","それでたまたま沖縄でコーヒーを作ってる。"
"大坪1!","13:26:06:05","13:26:09:15","海外で調査。"
"大坪1!","13:26:09:17","13:26:13:13","国内で調査ができないってことがなかったんです。"
"大坪1!","13:26:13:16","13:26:18:18","はいはいはい。"
"大坪1!","13:26:18:20","13:26:24:02","でもコーヒーのがちょっとあったので、それで話が繋がるか？"
"大坪1!","13:26:24:04","13:26:27:08","うんうん。"
"しんめい1","13:26:27:10","13:26:30:20","話は繋がったんですか。"
"大坪1!","13:26:30:22","13:26:42:12","あんまり疲れてない。"
"しんめい1","13:26:42:14","13:26:56:21","僕も色々イエメンのカート全然知らなかったんで、なんとなくリサーチしてみたんですけど、葉っぱなんですか？あれは葉っぱを。"
"しんめい1","13:26:56:23","13:27:02:01","ちょっと加工された葉っぱですから、そのほとんど生の。"
"しんめい1","13:27:02:03","13:27:05:15","生の。"
"大坪1!","13:27:05:17","13:27:10:20","はいはいはい。"
"しんめい1","13:27:10:22","13:27:17:18","加工をせずに葉っぱを。何て言うんですか？ガムみたいに噛んでいくみたいな感じですかね。"
"大坪1!","13:27:17:23","13:27:22:14","はい。"
"大坪1!","13:27:22:16","13:27:24:03","はい。"
"大坪1!","13:27:24:05","13:27:32:00","右か左に。"
"大坪1!","13:27:32:02","13:27:33:23","じゃないかっていうくらいに。"
"大坪1!","13:27:34:00","13:27:35:20","はいはいはい。"
"大坪1!","13:27:35:22","13:27:41:09","て。しました。"
"しんめい1","13:27:41:11","13:27:56:22","その1個のパーで、葉っぱ1個の葉っぱでどんぐらい持つものなんですか？5分とか。どんどんどんどん良く。"
"しんめい1","13:27:56:24","13:28:01:08","次々こう葉っぱボロボロになったら新しいの投入してみたいな。"
"大坪1!","13:28:01:10","13:28:02:17","カスは飲み込まないんですよ。"
"大坪1!","13:28:02:20","13:28:05:03","はいはいはいはい。"
"しんめい1","13:28:05:05","13:28:08:03","スッと入っていくとかじゃなくて。"
"大坪1!","13:28:08:05","13:28:13:08","金貯めてきて。"
"大坪1!","13:28:13:10","13:28:14:16","食べちゃったりするので。"
"大坪1!","13:28:14:18","13:28:18:18","そうなんですか。はいはいはい。"
"大坪1!","13:28:18:20","13:28:22:03","絶対食べないです。"
"しんめい1","13:28:22:05","13:28:37:11","しかもこう、もう古の時から有名の方はそれをやってるんですか。"
"大坪1!","13:28:37:13","13:28:51:00","100年か。"
"大坪1!","13:28:51:02","13:29:02:22","後193710年代くらいからと言われてますね。伝統的な容器ではない。"
"大坪1!","13:29:02:24","13:29:09:08","関係する綺麗な儀式。"
"大坪1!","13:29:09:10","13:29:13:11","それもあちこち見よね。"
"しんめい1","13:29:13:13","13:29:23:01","ちょっとエリアが変わってきましたね。さっきの南口。"
"しんめい1","13:29:23:03","13:29:26:03","えー。"
"しんめい1","13:29:26:05","13:29:38:13","そうなんですか。"
"しんめい1","13:29:38:15","13:29:49:03","服も広義の嗜好品として見ることはできるんですか？見てもいいですか。"
"大坪1!","13:29:49:05","13:30:02:04","形態だってです。コーヒー。"
"しんめい1","13:30:02:06","13:30:09:15","とか古着屋とかがあるエリアがこっちこっちこっち側とか。"
"しんめい1","13:30:09:17","13:30:12:16","東口エリア。"
"しんめい1","13:30:12:18","13:30:16:22","こっちが東口って新しいんですね。"
"しんめい1","13:30:16:24","13:30:18:03","じゃ、その古着屋。"
"大坪1!","13:30:18:05","13:30:31:14","ばっかりだとか、ちょっと行ってみていいですか。"
"大坪1!","13:30:31:16","13:30:34:13","喋ってない。"
"大坪1!","13:30:34:15","13:30:35:20","ぐらいはいいですよ。"
"しんめい1","13:30:35:22","13:30:41:18","ああ、そうなんですか。いいんですね。ラジオだといいんですかね。"
"しんめい1","13:30:41:20","13:30:44:13","街の風景として語るみたいな感じだったら。"
"D1!","13:30:44:13","13:30:50:19","いいんですかね。"
"大坪1!","13:30:50:21","13:30:53:05","面白いんです。"
"しんめい1","13:30:53:07","13:30:59:04","か？昔が。飲み屋が。"
"大坪1!","13:30:59:06","13:31:06:15","あった記憶があるんです。"
"しんめい1","13:31:06:17","13:31:11:19","そうそうか。"
"しんめい1","13:31:11:21","13:31:22:09","確かにこれも古着屋の隣、古着屋です。そのその横の古着屋さん連続ですね。"
"しんめい1","13:31:22:11","13:31:25:03","多分この辺って安くないですよね？"
"大坪1!","13:31:25:05","13:31:26:10","は市がすごい。"
"大坪1!","13:31:26:10","13:31:28:06","ですよね。"
"しんめい1","13:31:28:08","13:31:47:16","それでも成立するぐらいには古着屋が並んでいるんですね。"
"しんめい1","13:31:47:18","13:32:04:09","また、古着屋、古着屋、このここの一つ交差交差点というか、路地に入るまでに5軒がありましたね。もっとすごい。"
"D1!","13:32:04:11","13:32:14:04","薬局を探したいね。"
"大坪1!","13:32:14:06","13:32:16:16","何か。"
"しんめい1","13:32:16:18","13:32:19:17","埋まってますか。"
"大坪1!","13:32:19:19","13:32:22:02","はい。そういうところが。"
"D1!","13:32:22:04","13:32:27:24","あるかもしれませ。"
"しんめい1","13:32:28:01","13:32:38:03","何か確かに新しい感じの古着屋さんがいくつかあるように見えますね。"
"しんめい1","13:32:38:05","13:32:55:07","やっぱりみんな今古着の価格帯でないと買いづらい感じなんですかね。何かね、洋服の価格ってすごい高騰してるんですよね。この間、僕もさすがに。"
"しんめい1","13:32:55:09","13:33:12:02","ちゃんとした服買わなきゃと思って革靴買ったんですけど、革靴がやっぱすごい値段が高くなってるらしくて。その物流の話から何から僕も色々ややこしい話をいっぱい聞いたんですけど、とにかく。"
"しんめい1","13:33:12:04","13:33:26:18","少なくとも嗜好性の高いラグジュアリーブランドの服とかはどんどん高騰してて。"
"しんめい1","13:33:26:20","13:33:32:01","やっぱ古着だとどうなんでしょう。"
"しんめい1","13:33:32:03","13:33:41:01","流石にちょっと安いんですかね。"
"しんめい1","13:33:41:03","13:33:45:18","それ。"
"しんめい1","13:33:45:20","13:33:52:13","大坪さんは嗜好品で言うと、ご自身が。"
"しんめい1","13:33:52:15","13:34:05:19","好きでやってる私にとっての嗜好品って何ですか。"
"しんめい1","13:34:05:21","13:34:21:11","日本酒なんですか。"
"しんめい1","13:34:21:13","13:34:28:14","日本茶も色々お好みのものがあるんですか。"
"大坪1!","13:34:28:16","13:34:41:19","あ、そうなんですか。"
"大坪1!","13:34:41:21","13:34:49:23","分かったような顔をするんだけれども、全ておいしゅうございます。"
"しんめい1","13:34:50:00","13:34:53:20","お一人で飲むんですか。どんな時味の。"
"大坪1!","13:34:53:20","13:34:55:17","ものですか？"
"しんめい1","13:34:55:19","13:34:58:17","はい。お茶。"
"しんめい1","13:34:58:19","13:35:08:10","あっそうなんですね。じゃあもうですね、もうあったかい煎茶をわりとガブガブ。"
"しんめい1","13:35:08:12","13:35:21:00","それは研究される時のちょっとガソリンみたいな感じになってたりするんですか？ああ、そうなんですか。"
"大坪1!","13:35:21:02","13:35:41:04","時は。"
"しんめい1","13:35:41:06","13:35:50:07","結構。でもお茶がぶがぶ飲まれて、コーヒーもたまにだと割とカフェインは摂取量多い方。"
"大坪1!","13:35:50:09","13:35:55:03","ですよね。"
"しんめい1","13:35:55:05","13:35:58:00","眠れなくならないんですか？"
"大坪1!","13:35:58:02","13:36:22:21","全然平気ですか。"
"しんめい1","13:36:22:23","13:36:30:11","飲み物は僕もお酒とかもほとんど飲まないんで、コーヒーも寝れなくなっ。"
"大坪1!","13:36:30:11","13:36:32:00","ちゃうんで。"
"しんめい1","13:36:32:02","13:36:38:24","あんまり飲めず。お茶はほうじ茶好きですね。ほうじ茶が好きです。"
"しんめい1","13:36:39:01","13:37:10:23","通ってます。あ、でも確かで、ペットボトル飲料とか。でもほうじ茶って昔あんまなかった気がするんですけど、コンビニのプライベートブランドとかでもあったりとかするし。あとほうじ茶ちょっと飲みすぎて飽きて、今玄米茶みたいになってます。玄米茶とか、もうちょっとカフェイン少な目の優しいめのやつが好みになってきました。"
"しんめい1","13:37:11:00","13:37:53:04","頭でもチョコレートを。そうですね。昔から食べてますね。何か昔何かこう、20代、20代の時とか、何かヤンキー怖がって、彼らは何でタバコ吸うんだろうなって。何かすごい真面目に不思議に思ってた時があった時に、自分にとってはチョコレートと一緒なんだなって思った時に、何かこれ正しいか分かんないですけど、腑に落ちた感覚があって。"
"大坪1!","13:37:53:06","13:37:55:11","なるほど。"
"しんめい1","13:37:55:13","13:38:19:14","大人の真似事。"
"大坪1!","13:38:19:16","13:38:22:11","です。"
"しんめい1","13:38:22:13","13:38:29:07","大坪さんの学生時代、中学校とか高校時代って不良とか。"
"大坪1!","13:38:29:09","13:38:31:09","いたんですか？"
"しんめい1","13:38:31:11","13:38:33:23","不良ってNHKのラジオで言っていい言葉な。"
"大坪1!","13:38:33:23","13:38:36:23","んですかね。大丈夫ですか？"
"しんめい1","13:38:37:00","13:38:40:23","いました。"
"大坪1!","13:38:41:00","13:38:43:14","はいはい。"
"しんめい1","13:38:43:16","13:38:50:07","壊す。"
"しんめい1","13:38:50:09","13:39:02:09","すごいです。露天マーケット露店のマーケットですね。古着の。こんなんあるんだ。"
"しんめい1","13:39:02:11","13:39:06:24","あ、そうなんですね。"
"大坪1!","13:39:07:01","13:39:08:06","すごい。"
"しんめい1","13:39:08:08","13:39:33:08","シルバーのアクセサリーがいっぱいて。どれくらいですかね。何か結構この下北沢の東口の一角が全部。マーケットになってますね。"
"しんめい1","13:39:33:10","13:40:03:18","イエメンのカートのこう、みんな葉っぱを食べてるところって屋外で食べてるんですか？おうちなんですね。これ外って感じじゃないんですね。今いるみたいな。"
"大坪1!","13:40:03:20","13:40:06:16","そうです。"
"しんめい1","13:40:06:18","13:40:22:07","何かちょっと面白いふくふくふくふくことぶきふくことを受けて、ひたすら書いてる、なんですかね、これは。これは香りですね。何か。"
"しんめい1","13:40:22:09","13:40:28:09","すごい。これでいくらぐらいなんだろう。7,000円か。"
"しんめい1","13:40:28:11","13:40:43:05","ちょっとあれですね、必要なぐらい福寿って書いてますね。"
"しんめい1","13:40:43:07","13:40:48:00","ふくはお好きだったりしますか。"
"不明","13:40:48:02","13:40:50:13","そうなんですかね。"
"しんめい1","13:40:50:15","13:41:17:08","広い意味で。"
"大坪1!","13:41:17:10","13:41:19:05","はい。"
"しんめい1","13:41:19:07","13:41:25:24","そうですか。"
"しんめい1","13:41:26:01","13:41:47:10","何か最近僕もこうこう本を出してから、人前で何か出ることがちょっと増えたんで、全く服に気を使わなかったんですけど、スタイリストさんとかにも全部選んでもらって。"
"しんめい1","13:41:47:12","13:41:59:14","僕の場合は、何か組織に属しているとかではないので、どっちかっていうとスーツスタイルじゃない方が、メディアさん的にも多分。"
"大坪1!","13:41:59:15","13:42:00:17","僕が。"
"しんめい1","13:42:00:19","13:42:10:07","いいのかなっていう立ち位置のことが多いんですけど。"
"しんめい1","13:42:10:09","13:42:32:22","でもね、とにかくスタイリストさんが選んでこれがいいですっていう服が。信じられないぐらい高いんですよ。嘘でしょ？っていうような金額が。本当に何て言うんですかね、シャツシャツみたいなものでも45万とかやっぱり1個しますし。"
"大坪1!","13:42:32:24","13:42:34:11","で。"
"しんめい1","13:42:34:13","13:42:46:18","今はちょっと慣れたんですけど、なんでそんな高いのかが分かんなくて、その認知のギャップを埋めるためにYOUTUBEとかで色々勉強するんですよ。なんでこんな。"
"大坪1!","13:42:46:18","13:42:47:14","高いのかみたいな。"
"しんめい1","13:42:47:14","13:42:53:20","こと。何がいいとされているのかみたいな。"
"大坪1!","13:42:53:22","13:42:56:14","回答。"
"しんめい1","13:42:56:16","13:42:59:17","よりも、もう。"
"しんめい1","13:42:59:19","13:43:05:13","買う感じですね。もう服屋さんに行って選んでもらって、全部買って。"
"大坪1!","13:43:05:13","13:43:06:23","もらうみたいな。"
"しんめい1","13:43:07:00","13:43:08:15","感じのことを。"
"D1!","13:43:08:17","13:43:16:01","探していますけど。"
"しんめい1","13:43:16:03","13:43:21:15","歩き方は大丈夫ですか。"
"しんめい1","13:43:21:17","13:43:26:15","スニーカーじゃないから。"
"D1!","13:43:26:17","13:43:27:10","ああ、そうです。"
"しんめい1","13:43:27:10","13:43:27:13","か。"
"D1!","13:43:27:13","13:43:30:08","じゃあもう余裕ですね。"
"しんめい1","13:43:30:10","13:43:43:02","でもその服は色々お高い。買い物した後に色々調べるってことをやって、ちょっとずつ。"
"しんめい1","13:43:43:04","13:43:54:04","何が世の中で起きてるのか、なんでこう、服っていうものはこんな値段が付くのかとか、何か自分なりに結果的には探求することになって。"
"大坪1!","13:43:54:06","13:44:00:11","そうですね。何か納得いかないからっていう。"
"しんめい1","13:44:00:13","13:44:30:24","でも何かやっぱりね、こう当然トレンドみたいなものあって、なんかこの10年ぐらいは割とカジュアルなカジュアルな服のブームだったと。今、割と転換点でみたいです。なんかちょっとフォーマルに回帰していくっていう転換点にあるというふうに。"
"しんめい1","13:44:31:01","13:44:49:14","僕もわかるんですよ。YOUTUBERの人の又聞きなんですけど。なので多分スタイリストさんが選んでくれるのもシャツとかどっちかっていうとスニーカースニーカーしたものよりは、ローファーみたいな革靴の中でも比較的。"
"大坪1!","13:44:49:19","13:44:50:09","うん。"
"大坪1!","13:44:50:11","13:44:52:05","スニーカー。"
"D1!","13:44:52:07","13:44:52:19","そうです。"
"しんめい1","13:44:52:19","13:44:52:21","よ。"
"大坪1!","13:44:53:01","13:44:59:03","ね。"
"しんめい1","13:44:59:05","13:45:18:12","多分今ね、フォーマル階級の中で。でもフォーマルになりすぎるとちょっと変だからいきなり過ぎるので、こうローファーの中でも、さらにちょっとスニーカー半分ぐらい要素を持っているものになっていると。"
"D1!","13:45:18:14","13:45:19:17","それぐらいですね。"
"しんめい1","13:45:19:19","13:45:23:14","ちょっとそうですね、春の陽気ですね。"
"大坪1!","13:45:23:15","13:45:27:18","これは良かったと思います。"
"しんめい1","13:45:27:20","13:45:34:17","2月だそうですよね。雨天、雨天決行したら結構。"
"D1!","13:45:34:19","13:45:38:05","僕はそこで買ってきます。"
"しんめい1","13:45:38:07","13:45:42:01","これも一旦本は続けてもそうでも、何か割。"
"D1!","13:45:42:01","13:45:44:08","とこれが終わって入る。"
"しんめい1","13:45:44:10","13:45:48:00","本代みたいなものがあれば履いていった方がいいのか。"
"D1!","13:45:48:02","13:45:50:18","そういう。"
