"Speaker Name","Start Time","End Time","Text"
"しんめい3","00;05;04;51","00;05;42;13","実際に生物学的に身長が高くなっているかは、写真だと足が長くなってるから多分おそらく怪しいんだ。"
"D3","00;05;42;18","00;05;45;02","情報出ます。"
"しんめい3","00;05;45;07","00;05;46;20","とかさ。"
"大坪3","00;05;46;25","00;05;48;44","こんな格好でいいだ。"
"しんめい3","00;05;48;49","00;05;51;35","並びは何かありますか？"
"D3","00;05;51;40","00;05;53;13","突然で下がっ。"
"大坪3","00;05;53;13","00;05;55;17","て。"
"しんめい3","00;05;55;22","00;06;00;51","雑談し続ける。"
"しんめい3","00;06;00;56","00;06;01;35","先生がて。"
"大坪3","00;06;01;35","00;06;05;50","くるんですよ。"
"しんめい3","00;06;05;54","00;06;06;41","若者に対して。"
"大坪3","00;06;06;41","00;06;09;00","なんかこう変です。"
"しんめい3","00;06;09;05","00;06;26;52","彼もズボンと靴の色が合わせて脚長効果。そうですね。本当に長い人は多分緑の靴入っちゃったりとか。してるんだと思います。"
"しんめい3","00;06;26;57","00;06;36;02","何かよく男の人とかで黒い服にずっと黒い服で靴だけ白みたいな人がいるんですけど、あれが一番身近で、みんな。"
"大坪3","00;06;36;12","00;06;43;10","見ていますけどね。でも時間も短い。"
"しんめい3","00;06;43;15","00;06;47;18","真実。"
"D3","00;06;47;23","00;06;48;10","硬いので。"
"しんめい3","00;06;48;10","00;06;54;15","硬いですけど、スニーカーでも適当に歩きながら分かりましたので。"
"大坪3","00;06;54;27","00;06;56;38","気をつけてください。"
"しんめい3","00;06;56;42","00;07;00;29","からから。"
"D3","00;07;00;33","00;07;04;36","ですね。"
"しんめい3","00;07;04;41","00;07;12;14","でももう教えられたから変遷見れますよね。学生の。"
"大坪3","00;07;12;19","00;07;18;59","話でもどうですか？どんどん真面目になってるのかな。"
"しんめい3","00;07;19;04","00;07;21;15","今教えられてるのってどちらの大学。"
"大坪3","00;07;21;24","00;07;24;42","の大学で教えてます？非常勤であちこち教えて。"
"しんめい3","00;07;24;46","00;07;30;48","ああそうですか。全体の傾向として、やっぱちょっと真面目な感じが多いですね。"
"大坪3","00;07;30;51","00;07;35;12","おとなしくて真面目。"
"しんめい3","00;07;35;17","00;07;37;43","あんまりやんちゃな感じの人は少なくなったんですか？"
"大坪3","00;07;37;48","00;07;46;30","私にそういう姿を見せないっていうこともあるので、そこはあんまり文句は言わない。"
"しんめい3","00;07;46;35","00;07;49;19","と。"
"しんめい3","00;07;49;24","00;07;50;56","今東大を教えられてるので、そう。"
"大坪3","00;07;50;56","00;07;51;45","せずにです。"
"しんめい3","00;07;51;50","00;07;54;27","教えてくださいで教えられた。"
"大坪3","00;07;54;31","00;07;57;19","と思うんですね。昔、何年か前です。"
"しんめい3","00;07;57;23","00;07;58;45","そうですか。"
"大坪3","00;07;58;50","00;08;04;32","でも12年後期を続けて教えたんですけど、1年大丈夫かな？喋んない？"
"しんめい3","00;08;04;32","00;08;06;40","大丈夫だよね、先生って。"
"大坪3","00;08;06;40","00;08;08;17","子供これって嫌だなって思いましたよ。"
"しんめい3","00;08;08;17","00;08;13;49","あ、そうですか。頭が狂っていて。"
"大坪3","00;08;13;53","00;08;17;19","どういうおとなしい顔して知れって。"
"しんめい3","00;08;17;24","00;08;21;20","どういう感じです？とおっしゃってくれて。"
"大坪3","00;08;21;25","00;08;30;46","こちらがこの先生よく分かってないんだなとかっていうことも。私が何か間違ったこと言ったとしても指摘しないとかね。"
"しんめい3","00;08;30;51","00;08;31;22","そうなんですか。"
"大坪3","00;08;31;22","00;08;35;51","そういう何かそのて笑ってるような。"
"しんめい3","00;08;35;56","00;08;36;39","な。"
"大坪3","00;08;36;44","00;08;42;46","とか思ったりしましたが、みんなそういうことじゃないんですけど。"
"大坪3","00;08;42;51","00;08;43;50","素直じゃないな。"
"しんめい3","00;08;43;50","00;08;46;52","とか思いました。"
"大坪3","00;08;46;57","00;08;52;41","ね。みんな昔と違ってお勉強して。"
"しんめい3","00;08;52;46","00;09;02;53","はいはい。"
"しんめい3","00;09;02;58","00;09;08;47","今でも若い人の街って、渋谷とかから割と池袋とかに移っているって。"
"大坪3","00;09;08;52","00;09;11;10","渋谷はもういないね。"
"しんめい3","00;09;11;15","00;09;18;13","もうすごい開発東急が大人の街にしてます。"
"しんめい3","00;09;18;18","00;09;43;08","下北沢でも相変わらずいるんですかね。でも何かすごいそんな10代がいる感じはしないですかね。10代なのかな？20代ぐらいのですかね。10代もいるか。"
"しんめい3","00;09;43;13","00;09;54;10","その2ってずっとこの下北のこのカルチャーな感じのサブカルってんですかね、感じでずっとなんですかね。何10年もこんな感じな。"
"大坪3","00;09;54;15","00;10;04;37","んですかね。全然分からない。ふらふらします。"
"大坪3","00;10;04;42","00;10;14;37","結構お店変わってますよね。覚えてないんだけどね。"
"大坪3","00;10;14;42","00;10;17;54","周りふらふら町中歩かなくなっちゃったもんな。"
"しんめい3","00;10;17;58","00;10;20;25","そうですよね。"
"大坪3","00;10;20;30","00;10;28;01","下北で原が3軒があってそこへ行くんだけど、それ以外は全然行かないですけど、さっき。"
"しんめい3","00;10;28;06","00;10;30;09","行くのは飲食店ですか。"
"大坪3","00;10;30;14","00;10;54;21","コーヒー屋さんが1軒1軒です。あそこは別にこだわってるわけではなく、知り合いがやってるからですね。それも大きなコーヒー繋がりなんですけど、コーヒーで何かちょっと色々ネットワークが広がっていてですね、面で調査をしてると消えちゃうんだけど、調査をすると私も巻き込まれるんですね。"
"大坪3","00;10;54;21","00;10;56;33","そのコーヒーネットワークに。"
"しんめい3","00;10;56;38","00;11;00;59","それを面白い先生がいてみたいな感じでなんか繋がって繋がったりとかする。"
"大坪3","00;11;01;00","00;11;07;39","ので、私がすごい入ってくる。入っていいのか悪いのか分かんないんですけど。"
"しんめい3","00;11;07;44","00;11;10;40","いわゆるエスノグラフィーみたいな感じになるんですか。"
"大坪3","00;11;10;40","00;11;21;48","ね。上手くなるといいんですけど。どうやってまとめるかはまだちょっと色々話を聞いてる段階です。"
"しんめい3","00;11;21;53","00;11;32;26","でもこれマジで普通のプライベートの話ですけど、小西光代先生ってご存知ですか？"
"しんめい3","00;11;32;31","00;12;08;39","公になりたいです。聞こえない先生が何か他の全一回イベントでご一緒して人類学であの方は何て名前だったかな、砂漠の民をどこの砂漠だったっけな、インドだと思うんですけど、インドの砂漠の民の調査をされていて、何か一回イベントやった後も飲んだりしたんですけど、なんか今たまたま下北沢いるらしくて、なんか最後一瞬だけ挨拶してもいいんじゃないかと。"
"しんめい3","00;12;08;44","00;12;14;49","もちろんお父さんの方がご存じない背景ああ、はい、終わりました。"
"大坪3","00;12;14;54","00;12;18;14","大関の大関。"
"D3","00;12;18;19","00;12;19;55","だけ。"
"大坪3","00;12;20;00","00;12;20;31","少し。"
"しんめい3","00;12;20;36","00;12;28;22","ここら辺とかで適当に。"
"しんめい3","00;12;28;27","00;12;28;59","硬くなり。"
"大坪3","00;12;28;59","00;12;30;58","すぎて。"
"しんめい3","00;12;31;03","00;12;43;07","ちょっと交通量をもうちょっと抑えて、でもここら辺とかの方がまだ。"
"しんめい3","00;12;43;12","00;12;51;48","ですかと言いますか。"
"D3","00;12;51;53","00;12;54;16","綺麗になりすぎててあんまり。"
"大坪3","00;12;54;20","00;12;58;38","そうですね、一番ぐじゃぐじゃしたところがなくなっちゃいましたからね。"
"しんめい3","00;12;58;52","00;12;59;57","ここら辺だったんですか。"
"大坪3","00;13;00;06","00;13;07;40","ぐちゃぐちゃじゃこの辺ですね。浜浜って言ったらいけないです。ぐちゃぐちゃになんとか汚し。"
"しんめい3","00;13;07;45","00;13;32;07","てぐちゃぐちゃだったので。"
"大坪3","00;13;32;12","00;13;35;23","次は何の方を書くんですか。"
"しんめい3","00;13;35;28","00;13;40;00","そんな引き出しもないんで。"
"大坪3","00;13;40;05","00;13;42;37","3年かければ。"
"しんめい3","00;13;42;41","00;13;48;04","もう。でも2年ぐらい経った時に、いつも同じ編集者の人と。"
"しんめい3","00;13;48;09","00;14;04;44","は一応東洋哲学をテーマに、もうちょっと社会的なことを本当は書きたいなと思ってたんで、元々そこに挑戦してみればするので、もう益って感じでやったので、はいはい。"
"しんめい3","00;14;04;49","00;14;16;22","はい、わかります。来てくださった。"
"しんめい3","00;14;16;27","00;14;22;57","遊びワンダーランド曼荼羅曼荼羅のワンダーな感じなんですかね。"
"大坪3","00;14;23;02","00;14;29;53","桜が咲いてる遊び。ここもなんかイベントやってる時なんですね。"
"しんめい3","00;14;29;58","00;14;32;58","だから広場多いですね。そういう意味では。"
"大坪3","00;14;33;03","00;14;36;59","小田急地下に入ってよかったなって感じが。"
"しんめい3","00;14;37;04","00;14;39;35","元々ガッツリあったんでしたっけ。"
"大坪3","00;14;39;40","00;14;41;30","ここを全部先祖がああ。"
"しんめい3","00;14;41;35","00;14;43;44","先祖か戦争だったのは。"
"大坪3","00;14;43;48","00;15;06;49","向こうもずっとここんところ、ここだけ地下に入ったんですよ。戦後は地下じゃなく、代々木上原は結局地上に出ちゃうんですけど、ここだけ井の頭線があるから、あとは何かあったと思うのは、南原高架にして個性のない駅になりました。それは。"
"しんめい3","00;15;06;53","00;15;07;40","ありがとうございます。"
"大坪3","00;15;07;40","00;15;09;05","でございました。"
"しんめい3","00;15;09;10","00;15;12;58","はいはいはい。"
"大坪3","00;15;13;03","00;15;18;03","ちょっとすいません。スタジオですか。"
"大坪3","00;15;18;08","00;15;19;11","YOUTUBERがやってる？"
"D3","00;15;19;11","00;15;34;46","やすそうですね。そうですね。今もなんか若者が一つカメラ持ってましたね。あれで何でもできちゃいます。長く。ありがとうございます。ありがとうございまし。"
"しんめい3","00;15;34;51","00;15;36;25","大丈夫ですか？何か。"
"大坪3","00;15;36;29","00;15;37;06","が。"
"しんめい3","00;15;37;11","00;15;40;20","変だなと思って訳わからんことを言った気がする。"
"D3","00;15;40;31","00;15;43;19","大丈夫です。"
"D3","00;15;43;24","00;15;46;37","そう言いながら大丈夫。"
"D3","00;15;46;41","00;15;49;18","です。"
"D3","00;15;49;23","00;16;12;55","現地解散というが常でございますので、また連絡します。あの先生の肩書であるとか、渋谷さんもいつもあれですけど、何かその辺の確認とかで連絡させてもらいますよね。そうですね。是非宣伝していただいありがとうございます。"
